datasheet_id|line|button|description
150|1|•|the legionnaire sergeant can be equipped with one of the following instead of 1 boltgun: 1 chainsword; 1 power axe; 1 power fist; 1 power maul; 1 power sword.
150|2|•|the legionnaire sergeant can be equipped with one of the following instead of 1 bolt pistol: 1 plasma pistol; 1 storm bolter.
150|3|•|1 legionnaire can be equipped with one of the following instead of 1 boltgun: 1 heavy flamer; 1 multi-melta.
150|4|•|1 legionnaire can be equipped with one of the following instead of 1 boltgun: 1 flamer; 1 meltagun; 1 plasma gun.
243|1|•|this model can be equipped with up to 4 heavy bolters.
375|1|•|"this model’s nemesis force halberd can be replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
375|2|•|"this model’s master-crafted storm bolter can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
376|1|•|"this model’s nemesis force sword can be replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
376|2|•|"this model’s master-crafted storm bolter can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
378|1|•|this model can be equipped with 1 nemesis falchion.
381|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
381|2|•|"for every 5 models in this unit, 1 grey knight’s storm bolter and nemesis force sword can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
382|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
382|2|•|"for every 5 models in this unit, 1 model’s storm bolter can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
383|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
383|2|•|"for every 5 models in this unit, up to 2 purifiers can each have their storm bolter and nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
384|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
384|2|•|"for every 5 models in this unit, up to 2 paladins can each have their storm bolter replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
385|1|•|this model can be equipped with 1 nemesis falchion.
385|2|•|"if this model is not equipped with 1 nemesis falchion, its storm bolter can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
386|1|•|this model’s nemesis force sword can be replaced with 1 of the following: 1 nemesis daemon hammer; 1 nemesis falchion; 1 nemesis force halberd; 1 nemesis force sword; 1 nemesis warding stave.
387|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
387|2|•|"for every 5 models in this unit, 1 model’s storm bolter and nemesis force sword can be replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
388|1|•|"any number of models can each have their nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00477"" data-tooltip-content=""#tooltip_content00477""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
388|2|•|"up to four purgators can each have their storm bolter and nemesis force sword replaced with 1 weapon from the <i><span class=""tooltip00478"" data-tooltip-content=""#tooltip_content00478""><span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
389|1|•|this model can be equipped with up to two of the following (the same option cannot be selected twice): 1 gatling psilencer; 1 heavy incinerator; 1 heavy psycannon.
389|2|•|one of this model’s dreadfists can be replaced with one of the following: 1 nemesis daemon greathammer; 1 nemesis greatsword.
389|3|•|this model can be equipped with 1 dreadknight teleporter.
390|1|•|this model’s assault cannon can be replaced with one of the following: 1 heavy plasma cannon; 1 multi-melta; 1 twin lascannon.
390|2|•|this model’s dreadnought combat weapon and storm bolter can be replaced with one of the following:
390|3|○|1 missile launcher.
390|4|○|1 dreadnought combat weapon and 1 heavy flamer.
391|1|•|this model can be equipped with 1 hunter-killer missile.
391|2|•|this model can be equipped with 1 storm bolter.
391|3|•|this model can be equipped with 1 multi-melta.
392|1|•|this model can be equipped with 1 hunter-killer missile.
392|2|•|this model can be equipped with 1 storm bolter.
392|3|•|this model can be equipped with 1 multi-melta.
393|1|•|this model can be equipped with 1 hunter-killer missile.
393|2|•|this model can be equipped with 1 storm bolter.
393|3|•|this model can be equipped with 1 multi-melta.
395|1|•|this model’s twin heavy bolter can be replaced with one of the following: 1 twin lascannon; 1 twin assault cannon.
395|2|•|this model can be equipped with 1 hunter-killer missile.
395|3|•|this model can be equipped with 1 storm bolter.
396|1|•|this model can be equipped with 1 hunter-killer missile.
396|2|•|this model can be equipped with 1 additional storm bolter.
397|1|•|up to 2 servitors can each have their servo-arm replaced with one of the following: 1 heavy bolter; 1 multi-melta; 1 plasma cannon.
398|1|•|this model’s twin assault cannon can be replaced with one of the following: 1 twin heavy plasma cannon; 1 twin lascannon.
398|2|•|this model’s typhoon missile launcher can be replaced with one of the following: 1 twin heavy bolter; 1 twin multi-melta.
398|3|•|this model can be equipped with 2 hurricane bolters.
399|1|•|this model’s boltgun can be replaced with 1 bolt pistol.
400|1|•|this model’s assault cannon can be replaced with one of the following: 1 heavy plasma cannon; 1 multi-melta; 1 twin lascannon.
400|2|•|this model’s dreadnought combat weapon and storm bolter can be replaced with one of the following:
400|3|○|1 missile launcher.
400|4|○|1 dreadnought combat weapon and 1 heavy flamer.
402|1|•|the commander in coldstar battlesuit’s high-output burst cannon can be replaced with one of the following: 1 airbursting fragmentation projector; 1 burst cannon; 1 fusion blaster; 1 missile pod; 1 plasma rifle; 1 positional relay; 1 shield generator; 1 t’au flamer; 1 velocity tracker.
402|2|•|the commander in coldstar battlesuit can be equipped with up to three of the following, in any combination: 1 airbursting fragmentation projector; 1 burst cannon; 1 fusion blaster; 1 missile pod; 1 plasma rifle; 1 positional relay; 1 shield generator; 1 t’au flamer; 1 velocity tracker.
402|3|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
403|1|•|this unit can be equipped with up to an additional eight of the following, in any combination (<b>power rating +2</b> for every four taken): 1 gun drone; 1 marker drone; 1 shield drone.
404|1|•|this model can be equipped with 1 hover drone (<b>power rating +1</b>).
404|2|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
405|1|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
407|1|•|commander shadowsun’s 2 high-energy fusion blasters can be replaced with one of the following: 1 high-energy fusion blaster and 1 dispersed fusion blaster; 2 dispersed fusion blasters.
411|1|•|any number of models can each have their pulse rifle replaced with 1 pulse carbine.
411|2|•|the fire warrior shas’ui can be equipped with 1 markerlight.
411|3|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 guardian drone <div class=""pricetag_inline"">+10</div> (maximum 1 per unit); 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
411|4|•|the support turret's missile pod can be replaced with 1 smart missile system.
412|1|•|the breacher fire warrior shas’ui can be equipped with 1 markerlight.
412|2|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 guardian drone <div class=""pricetag_inline"">+10</div> (maximum 1 per unit); 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
412|3|•|the support turret’s missile pod can be replaced with 1 smart missile system.
416|1|•|this model’s shaper kroot rifle can be replaced with 1 pulse rifle.
416|2|•|this model’s ritual blade can be replaced with 1 kroot pistol and 1 grenade belt.
417|1|•|"for every 3 <span class=""kwb"">battlesuit</span> models in this unit, 1 <span class=""kwb"">battlesuit</span> model’s burst cannon can be replaced with 1 fusion blaster."
417|2|•|"for every 3 <span class=""kwb"">battlesuit</span> models in this unit, 1 <span class=""kwb"">battlesuit</span> model can be equipped with one of the following: 1 drone controller; 1 target lock."
417|3|•|this unit can be equipped with 1 homing beacon.
417|4|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
418|1|•|"any number of <span class=""kwb"">crisis</span> models can each have their burst cannon replaced with up to three of the following, in any combination: 1 airbursting fragmentation projector; 1 burst cannon; 1 counterfire defence system; 1 cyclic ion blaster; 1 early warning override; 1 fusion blaster; 1 missile pod; 1 multi-tracker; 1 plasma rifle; 1 shield generator; 1 target lock; 1 t’au flamer; 1 velocity tracker."
418|2|•|"any number of <span class=""kwb"">crisis</span> models can be equipped with one of the following: 1 counterfire defence system; 1 early warning override; 1 multi-tracker; 1 shield generator; 1 target lock; 1 velocity tracker."
418|3|•|"for every 3 <span class=""kwb"">crisis</span> models in this unit, 1 <span class=""kwb"">crisis</span> model can be equipped with 1 iridium battlesuit."
418|4|•|"for every <span class=""kwb"">crisis</span> model in this unit, it can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
419|1|•|"any number of <span class=""kwb"">crisis</span> models can each have their burst cannon replaced with up to three of the following, in any combination: 1 airbursting fragmentation projector; 1 burst cannon; 1 counterfire defence system; 1 cyclic ion blaster; 1 early warning override; 1 fusion blaster; 1 missile pod; 1 multi-tracker; 1 plasma rifle; 1 shield generator; 1 target lock; 1 t’au flamer; 1 velocity tracker."
419|2|•|"for every 3 <span class=""kwb"">crisis</span> models in this unit, 1 <span class=""kwb"">crisis</span> model can be equipped with 1 iridium battlesuit."
419|3|•|"for every <span class=""kwb"">crisis</span> model in this unit, it can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
420|1|•|the ghostkeel shas’vre’s fusion collider can be replaced with 1 cyclic ion raker.
420|2|•|the ghostkeel shas’vre can be equipped with one of the following: 1 early warning override; 1 flare launcher.
420|3|•|the ghostkeel shas’vre’s 2 t’au flamers can be replaced with one of the following: 2 burst cannons; 2 fusion blasters.
421|1|•|this model’s heavy burst cannon can be replaced with 1 ion accelerator.
421|2|•|this model’s 2 plasma rifles can be replaced with one of the following: 2 fusion blasters; 2 smart missile systems.
421|3|•|this model can be equipped with up to three of the following: 1 counterfire defence system; 1 early warning override; 1 multi-tracker; 1 target lock; 1 velocity tracker.
421|4|•|"this unit can be equipped with up to 2 shielded missile drones <div class=""pricetag_inline"">15</div> <b>power rating +1</b> each (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
422|1|•|up to 3 pathfinders can each have their markerlight and pulse carbine replaced with one of the following: 1 ion rifle; 1 rail rifle.
422|2|•|1 model equipped with a pulse carbine can be equipped with 1 semi-automatic grenade launcher. that model’s pulse carbine cannot be replaced.
422|3|•|1 model equipped with a pulse carbine can be equipped with 1 neuroweb system jammer. that model’s pulse carbine cannot be replaced.
422|4|•|1 model equipped with a pulse carbine can be equipped with 1 drone controller. that model’s pulse carbine cannot be replaced.
422|5|•|"this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div>(see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
422|6|•|"this unit can be equipped with 1 grav-inhibitor drone <div class=""pricetag_inline"">+10</div> (<b>power rating +1</b>) (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
422|7|•|"this unit can be equipped with 1 pulse accelerator drone <div class=""pricetag_inline"">+10</div> (<b>power rating +1</b>) (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
422|8|•|"this unit can be equipped with 1 recon drone <div class=""pricetag_inline"">+15</div> (<b>power rating +1</b>) (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
423|1|•|"any number of <span class=""kwb"">piranha</span> models can each have their piranha burst cannon replaced with 1 piranha fusion blaster."
423|2|•|"any number of <span class=""kwb"">piranha</span> models can each be equipped with up to 2 seeker missiles."
424|1|•|the devilfish can be equipped with up to 2 seeker missiles.
424|2|•|instead of this unit being equipped with 2 gun drones, the devilfish can be equipped with 2 smart missile systems.
425|1|•|this model’s accelerator burst cannon can be replaced with 1 missile pod.
426|1|•|the sun shark bomber can be equipped with 1 missile pod.
430|1|•|instead of this unit being equipped with 2 gun drones, the sky ray gunship can be equipped with one of the following: 2 accelerator burst cannons; 2 smart missile systems.
431|1|•|longstrike’s railgun can be replaced with 1 ion cannon.
431|2|•|longstrike can be equipped with up to 2 seeker missiles.
431|3|•|instead of this unit being equipped with 2 gun drones, longstrike can be equipped with one of the following: 2 accelerator burst cannons; 2 smart missile systems.
432|1|•|the hammerhead gunship’s railgun can be replaced with 1 ion cannon.
432|2|•|the hammerhead gunship can be equipped with up to 2 seeker missiles.
432|3|•|instead of this unit being equipped with 2 gun drones, the hammerhead gunship can be equipped with one of the following: 2 accelerator burst cannons; 2 smart missile systems.
433|1|•|"any number of <span class=""kwb"">battlesuit</span> models can each have their heavy rail rifle replaced with 2 high-yield missile pods."
433|2|•|"any number of <span class=""kwb"">battlesuit</span> models can each be equipped with up to two of the following (duplicates on the same model are not allowed):"
433|3|○|1 advanced targeting system
433|4|○|1 early warning override
433|5|○|1 multi-tracker
433|6|○|1 seeker missile
433|7|○|1 stabilised optics
433|8|○|1 twin plasma rifle
433|9|○|1 twin smart missile system (cannot be equipped alongside twin plasma rifle)
433|10|○|1 velocity tracker
433|11||<b>note:</b> no model can be equipped with more than one of the following: early warning override; stabilised optics; twin plasma rifle; velocity tracker.
433|12|•|"for every <span class=""kwb"">battlesuit</span> model in this unit, it can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 missile drone <div class=""pricetag_inline"">+15</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
434|1|•|this model’s pulse driver cannon can be replaced with 1 pulse blastcannon.
434|2|•|this model’s twin t’au flamer can be replaced with one of the following: 1 twin airbursting fragmentation projector; 1 twin burst cannon.
434|3|•|this model can be equipped with one of the following: 1 early warning override; 1 multi-tracker.
434|4|•|this model’s velocity tracker can be replaced with 1 counterfire defence system.
435|1|•|"this unit can be equipped with up to four of the following, in any combination: 1 gun drone <div class=""pricetag_inline"">+10</div>; 1 marker drone <div class=""pricetag_inline"">+10</div>; 1 shield drone <div class=""pricetag_inline"">+15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
440|1|•|"this model’s plasma rifle can be replaced with one of the following: 1 weapon from the <i><span class=""tooltip00479"" data-tooltip-content=""#tooltip_content00479""><span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list; 1 item from the <i><span class=""tooltip00480"" data-tooltip-content=""#tooltip_content00480""><span class=""tt"">support</span> <span class=""tt"">systems</span></span></i> list."
440|2|•|"this model can be equipped with one of the following: 1 weapon from the <i><span class=""tooltip00479"" data-tooltip-content=""#tooltip_content00479""><span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list; 1 item from the <i><span class=""tooltip00480"" data-tooltip-content=""#tooltip_content00480""><span class=""tt"">support</span> <span class=""tt"">systems</span></span></i> list."
442|1|•|"this model’s plasma rifle can be replaced with one of the following: 1 weapon from the <i><span class=""tooltip00479"" data-tooltip-content=""#tooltip_content00479""><span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list; 1 item from the <i><span class=""tooltip00480"" data-tooltip-content=""#tooltip_content00480""><span class=""tt"">support</span> <span class=""tt"">systems</span></span></i> list."
442|2|•|"this model can be equipped with one of the following: 1 weapon from the <i><span class=""tooltip00479"" data-tooltip-content=""#tooltip_content00479""><span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list; 1 item from the <i><span class=""tooltip00480"" data-tooltip-content=""#tooltip_content00480""><span class=""tt"">support</span> <span class=""tt"">systems</span></span></i> list."
443|1|•|any number of models can each have any of their twin hazard burst cannons replaced with one of the following: 1 fusion cascade; 1 phased ion gun.
443|2|•|"any number of <span class=""kwb"">battlesuit</span> models can each be equipped with one of the following: 1 counterfire defence system; 1 early warning override; 1 multi-tracker; 1 shield generator; 1 target lock; 1 velocity tracker.’"
443|3|•|"for every <span class=""kwb"">battlesuit</span> model in this unit, this unit can be equipped with up to two of the following, in any combination (<b>power rating +1</b>): 1 gun drone <div class=""pricetag_inline"">10</div>; 1 marker drone <div class=""pricetag_inline"">10</div>; 1 shield drone <div class=""pricetag_inline"">15</div> (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
444|1|•|this model can be equipped with up to two of the following: 1 counterfire defence system; 1 early warning override; 1 multi-tracker; 1 target lock; 1 velocity tracker.
444|2|•|"this model can be equipped with up to 2 shielded missile drones <div class=""pricetag_inline"">15</div> <b>power rating +1</b> each (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
445|1|•|this model can be equipped with up to two of the following: 1 counterfire defence system; 1 early warning override; 1 multi-tracker; 1 target lock; 1 velocity tracker.
445|2|•|"this model can be equipped with up to 2 shielded missile drones <div class=""pricetag_inline"">15</div> <b>power rating +1</b> each (see <a href=""/wh40k9ed/factions/t-au-empire/#drones"">drones</a>)."
446|1|•|each of this model's tri-axis ion cannons can be replaced with 1 fusion eradicator.
446|2|•|this model’s 3 pulse ordinance drivers can be replaced with one of the following: 2 nexus missile launchers; 1 heavy rail cannon array and 1 fragmentation cluster shell launcher.
448|1|•|any number of models can each have their 2 plasma rifles replaced with one of the following: 2 fusion blasters; 2 missile pods; 2 rail rifles.
449|1|•|any number of models can each have their markerlight replaced with 1 burst cannon.
453|1|•|this model’s 2 long-barreled burst cannons can be replaced with 2 cyclic ion blasters.
453|2|•|this model’s swiftstrike burst cannon can be replaced with one of the following: 1 ion cannon; 1 swiftstrike railgun.
453|3|•|this model can be equipped with up to 4 seeker missiles.
454|1|•|this model’s 2 ion cannons can be replaced with one of the following: 2 swiftstrike burst cannons; 2 swiftstrike railguns.
454|2|•|this model can be equipped with up to 6 seeker missiles.
454|3|•|"this model can be equipped with 2 skyspear missile racks. if it is, it does not have a <a href=""/wh40k9ed/the-rules/core-rules/#transport-capacity"">transport capacity</a> and loses the <span class=""kwb"">transport</span> keyword."
454|4|•|this model’s 2 burst cannons can be replaced with 2 cyclic ion blasters.
455|1|•|this model can be equipped with up to 6 seeker missiles.
455|2|•|this model’s 2 burst cannons can be replaced with 2 cyclic ion blasters.
459|1|•|any number of models can each have 2 plasma rifles replaced with one of the following: 2 burst cannons; 2 fusion blasters; 2 missile pods.
460|1|•|this model’s monstrous bonesword and lash whip can be replaced with one of the following: 1 heavy venom cannon; 1 stranglethorn cannon.
460|2|•|this model’s 2 monstrous scything talons can be replaced with one of the following: 1 heavy venom cannon; 1 stranglethorn cannon. this model cannot be equipped with both a stranglethorn cannon and a heavy venom cannon.
460|3|•|this model can be equipped with 1 adrenal glands.
460|4|•|this model can be equipped with 1 toxin sacs.
460|5||<br><b>designer’s note:</b> <i>this model cannot be equipped with more than 1 heavy venom cannon and cannot be equipped with more than 1 stranglethorn cannon.</i>
464|1|•|this model’s bonesword and lash whip can be replaced with one of the following: 1 dual boneswords; 2 rending claws; 2 scything talons.
464|2|•|this model’s devourer can be replaced with one of the following: 1 barbed strangler; 1 deathspitter; 1 spinefists; 1 venom cannon; 1 bonesword and 1 lash whip; 1 dual boneswords; 2 rending claws; 2 scything talons.
464|3|•|this model can be equipped with 1 adrenal glands.
464|4|•|this model can be equipped with 1 flesh hooks.
464|5|•|this model can be equipped with 1 toxin sacs.
465|1|•|this model’s massive scything talons can be replaced with 2 massive crushing claws.
465|2|•|this model can be equipped with 1 adrenal glands.
465|3|•|this model can be equipped with 1 toxin sacs.
466|1|•|any number of models can each have their bonesword and lash whip replaced with one of the following: 1 dual boneswords; 2 rending claws; 2 scything talons.
466|2|•|any number of models can each have their devourer replaced with one of the following: 1 deathspitter; 1 spinefists; 1 bonesword and 1 lash whip; 1 dual boneswords; 2 rending claws; 2 scything talons.
466|3|•|for every 3 models in this unit, 1 model's devourer can be replaced with 1 barbed strangler.
466|4|•|for every 3 models in this unit, 1 model's devourer can be replaced with 1 venom cannon.
466|5|•|all of the models in this unit can be equipped with 1 adrenal glands each.
466|6|•|all of the models in this unit can be equipped with 1 flesh hooks each.
466|7|•|all of the models in this unit can be equipped with 1 toxin sacs each.
467|1|•|all of the models in this unit can be equipped with 1 extended carapace each.
467|2|•|all of the models in this unit can be equipped with 1 toxin sacs each.
467|3|•|for every 4 models this unit contains, 1 model can be equipped with 1 acid maw.
467|4|•|for every 4 models this unit contains, 1 model can be equipped with 1 flesh hooks.
467|5|•|this unit can be equipped with 1 infestation node.
468|1|•|all of the models in the unit can have their fleshborer replaced with 1 termagant spinefists each.
468|2|•|all of the models in the unit can have their fleshborer replaced with 1 termagant devourer each.
468|3|•|all of the models in this unit can be equipped with 1 adrenal glands each.
468|4|•|all of the models in this unit can be equipped with 1 toxin sacs each.
469|1|•|all of the models in this unit can be equipped with 1 adrenal glands each.
469|2|•|all of the models in this unit can be equipped with 1 toxin sacs each.
470|1|•|all models in the unit may also take spinemaws.
471|1|•|any number of models can each have their 2 scything talons replaced with one of the following: 1 bonecleaver and 1 lash whip; 2 crushing claws.
471|2|•|all of the models in this unit can be equipped with 1 adrenal glands each.
471|3|•|all of the models in this unit can be equipped with 1 toxin sacs each.
472|1|•|any number of models can each have their shockcannon replaced with 1 impaler cannon.
472|2|•|all of the models in this unit can be equipped with 1 adrenal glands each.
472|3|•|all of the models in this unit can be equipped with 1 toxin sacs each.
482|1|•|any number of models can each have their 2 scything talons replaced with 2 rending claws.
482|2|•|any number of models can each be equipped with one of the following: 1 deathspitter; 1 devourer; 1 thoracic spinefists.
483|1|•|any number of models can each be equipped with spinemaws.
485|1|•|this model’s 2 stranglethorn cannons can be replaced with 2 heavy venom cannons.
489|1|•|this model’s 5 deathspitters can be replaced with one of the following: 5 barbed stranglers; 5 venom cannons.
490|1|•|any number of models can each have 2 of their carnifex scything talons replaced with one of the following: 2 deathspitters with slimer maggots; 2 devourers with brainleech worms; 1 stranglethorn cannon; 2 carnifex crushing claws.
490|2|•|any number of models can each have 2 of their carnifex scything talons replaced with one of the following: 2 deathspitters with slimer maggots; 2 devourers with brainleech worms; 1 heavy venom cannon; 2 carnifex crushing claws. models in this unit cannot be equipped with both a stranglethorn cannon and a heavy venom cannon.
490|3|•|any number of models can each be equipped with one of the following: 1 bone mace; 1 thresher scythe.
490|4|•|any number of models can each be equipped with 1 adrenal glands.
490|5|•|any number of models can each be equipped with one of the following: 1 acid maw; 1 bio-plasma; 1 enhanced senses; 1 tusks.
490|6|•|any number of models can each be equipped with 1 chitin thorns.
490|7|•|any number of models can each be equipped with one of the following: 1 spine banks; 1 spore cysts.
490|8|•|any number of models can each be equipped with 1 toxin sacs.
492|1|•|this model’s toxinspike can be replaced with one of the following: 1 biostatic rattle; 1 prehensile pincer tail.
492|2|•|this model can be equipped with 1 adrenal glands.
492|3|•|this model can be equipped with 1 toxin sacs.
493|1|•|this model's toxinspike can be replaced with one of the following: 1 biostatic rattle; 1 prehensile pincer tail.
493|2|•|this model can be equipped with 1 adrenal glands.
493|3|•|this model can be equipped with 1 toxin sacs.
494|1|•|this model's toxinspike can be replaced with one of the following: 1 biostatic rattle; 1 prehensile pincer tail.
494|2|•|this model can be equipped with 1 adrenal glands.
494|3|•|this model can be equipped with 1 toxin sacs.
496|1|•|this model's fleshborer hive can be replaced with one of the following: 1 acid spray; 1 rupture cannon.
496|2|•|this model can be equipped with 1 adrenal glands.
496|3|•|this model can be equipped with 1 toxin sacs.
498|1|•|this model’s 5 deathspitters can be replaced with one of the following: 5 barbed stranglers; 5 venom canons.
502|1|•|one of this model’s wrecker claws can be replaced with 1 bio-flail.
507|1|•|this model can be equipped with 1 psychic familiar.
508|1|•|this model can be equipped with 1 psychic familiar.
511|1|•|any number of models can each have their autopistol replaced with 1 hand flamer.
511|2|•|one acolyte hybrid’s autopistol can be replaced with 1 cult icon.
511|3|•|for every 5 models in this unit, up to 2 acolyte hybrids can each have their autopistol and cult claws and knife replaced with one of the following: 2 demolition charges; 1 heavy rock cutter; 1 heavy rock drill; 1 heavy rock saw.
511|4|•|the acolyte leader’s autopistol can be replaced with one of the following: 1 cult bonesword (maximum 1 per model); 1 cult lash whip (maximum 1 per model).
511|5|•|the acolyte leader’s cult claws and knife can be replaced with one of the following: 1 cult bonesword (maximum 1 per model); 1 cult lash whip (maximum 1 per model).
512|1|•|any number of models can each have their autogun replaced with 1 cult shotgun.
512|2|•|one neophyte hybrid equipped with an autogun or cult shotgun can be equipped with 1 cult icon.
512|3|•|for every 10 models in this unit, up to 2 neophyte hybrids can each have their autogun replaced with one of the following: heavy stubber; mining laser; seismic cannon.
512|4|•|for every 10 models in this unit, up to 2 neophyte hybrids can each have their autogun replaced with one the following: flamer; grenade launcher; webber.
