datasheet_id|line|ability_id|cost|model|Unnamed: 7
487|2|768|0||
487|3|767|0||
488|1|6623|0||
488|2|6624|0||
488|3|767|0||
489|2|709|0||
489|1|6634|0||
490|8|2479|10||
490|1|6626|0||
490|2|6627|0||
490|3|6628|0||
490|4|6629|0||
490|5|6602|5||
490|6|711|10||
490|7|6587|5||
490|9|2480|15||
490|10|712|5||
490|11|2481|5||
491|1|6625|0||
492|8|6585|0||
492|7|711|15||
492|9|6574|0||
492|10|712|10||
492|6|6584|0||
492|2|707|0||
492|4|6583|0||
492|1|705|0||
492|5|764|0||
492|3|6562|0||
493|1|6562|0||
493|2|6583|0||
493|3|764|0||
493|4|711|15||
493|5|6585|0||
493|6|6574|0||
493|7|712|10||
494|4|6622|0||
494|9|712|10||
494|8|6574|0||
494|7|6585|0||
494|6|711|10||
494|2|780|0||
494|3|6621|0||
494|1|6562|0||
494|5|764|0||
495|1|782|0||
495|2|709|0||
496|3|712|5||
496|1|2477|0||
496|2|711|10||
497|4|6593|0||
497|3|6592|0||
497|1|6590|0||
497|2|6591|0||
498|1|787|0||
498|2|6641|0||
498|3|764|0||
498|4|6642|0||
499|1|707|0||
499|2|705|0||
499|3|793|0||
499|4|792|0||
499|5|794|0||
500|3|5106|0||
500|4|796|0||
500|1|797|0||
500|2|5105|0||
501|1|5104|0||
501|2|798|0||
501|3|799|0||
502|1|801|0||
503|1|5105|0||
504|1|806|0||
504|2|5108|0||
504|3|5109|0||
504|4|5110|0||
504|5|804|0||
504|6|5111|0||
504|7|5112|0||
505|5|809|0||
505|3|5113|0||
505|4|5114|0||
505|2|804|0||
505|1|811|0||
506|1|5105|0||
507|1|6255|0||
507|2|819|0||
507|3|821|0||
507|4|6260|0||
507|5|6259|10||
508|1|6255|0||
508|2|817|0||
508|3|823|0||
508|4|6259|10||
509|4|826|0||
509|3|825|0||
509|2|817|0||
509|1|6255|0||
510|1|6255|0||
510|2|817|0||
510|3|827|0||
510|4|828|0||
511|1|6255|0||
511|2|817|0||
511|3|6256|0||
511|4|829|20||
511|5|6264|0||
512|4|829|20||
512|3|6256|0||
512|2|817|0||
512|1|6255|0||
513|1|6255|0||
513|2|817|0||
513|3|6256|0||
513|4|6267|0||
513|5|829|20||
513|6|6264|0||
514|1|6255|0||
514|2|817|0||
514|3|830|0||
515|4|6266|0||
515|3|6265|0||
515|1|6255|0||
515|2|817|0||
516|1|6255|0||
516|2|6256|0||
516|3|835|0||
516|4|834|0||
516|5|6283|0||
521|1|6255|0||
521|2|6256|0||
521|3|835|0||
521|4|3154|0||
522|6|847|0||
522|7|2732|0||
522|5|846|0||
522|8|4720|0||
522|3|845|0||
522|2|4698|0||
522|1|843|0||
522|4|4719|0||
523|1|843|0||
523|2|4698|0||
523|3|4356|0||
523|4|846|0||
523|5|4733|0||
523|6|849|25||
524|5|849|25||
524|4|4356|0||
524|3|852|0||
524|2|4698|0||
524|1|843|0||
527|1|843|0||
527|2|4698|0||
527|3|860|0||
527|4|4719|0||
527|5|858|0||
527|6|846|0||
527|7|861|0||
528|8|864|0||
528|7|4719|0||
528|6|865|0||
528|5|863|0||
528|9|4725|0||
528|3|4697|0||
528|2|4698|0||
528|1|843|0||
528|4|862|0||
530|5|4723|0||
530|4|4722|0||
530|6|870|0||
530|2|4698|0||
530|1|843|0||
530|3|868|0||
531|1|843|0||
531|2|4698|0||
531|3|874|0||
531|4|4724|0||
531|5|846|0||
531|6|871|0||
531|7|872|0||
532|6|877|0||
532|7|4724|0||
532|5|4731|0||
532|1|843|0||
532|3|846|0||
532|2|4698|0||
532|4|874|0||
533|1|843|0||
533|2|4698|0||
533|3|4733|0||
533|4|4356|0||
533|5|879|0||
533|6|880|0||
533|7|2739|0||
533|8|849|30||
534|2|4698|0||
534|1|842|0||
534|3|4741|0||
535|2|4698|0||
535|1|842|0||
536|1|843|0||
536|2|4698|0||
536|3|842|0||
536|4|4745|0||
536|5|881|0||
537|1|842|0||
537|2|4698|0||
537|3|4697|0||
538|1|842|0||
538|2|4698|0||
538|3|4697|0||
538|4|885|0||
538|5|4746|0||
539|3|842|0||
539|1|843|0||
539|2|4698|0||
540|1|843|0||
540|2|4698|0||
540|3|879|0||
540|4|888|0||
540|5|925|0||
541|1|843|0||
541|2|892|0||
541|3|2736|0||
541|4|896|0||
541|5|4752|0||
542|5|4751|0||
542|7|896|0||
542|6|892|0||
542|3|894|0||
542|2|4697|0||
542|1|843|0||
542|4|2736|0||
543|1|843|0||
543|2|4698|0||
543|3|879|0||
543|4|2739|0||
543|5|899|0||
543|6|898|0||
544|6|4764|0||
544|5|4765|0||
544|4|4763|0||
544|3|4762|0||
544|1|843|0||
544|2|4698|0||
545|1|843|0||
545|2|4698|0||
545|3|4762|0||
545|4|4763|0||
545|5|4764|0||
545|6|4765|0||
546|5|901|0||
546|3|842|0||
546|4|4758|0||
546|1|843|0||
546|2|4698|0||
548|7|904|3||
548|6|903|3||
548|5|902|3||
548|1|843|0||
548|3|842|0||
548|2|4698|0||
548|4|2737|0||
551|1|843|0||
551|2|4698|0||
551|3|842|0||
551|4|4754|0||
551|5|908|0||
551|6|906|5||
551|7|907|5||
552|6|912|0||
552|5|913|0||
552|4|2739|0||
552|2|4698|0||
552|1|843|0||
552|3|4766|0||
553|1|843|0||
553|2|4698|0||
553|3|879|0||
553|4|914|0||
553|5|2739|0||
554|4|2739|0||
554|3|915|0||
554|5|879|0||
554|1|843|0||
554|2|4698|0||
555|1|843|0||
555|2|892|0||
555|3|2736|0||
555|4|896|0||
555|5|2740|0||
556|1|843|0||
556|2|921|0||
556|3|2741|0||
556|4|2739|0||
557|7|923|0||
557|6|924|0||
557|5|2739|0||
557|3|4766|0||
557|2|4698|0||
557|1|843|0||
557|4|922|0||
558|1|843|0||
558|2|4698|0||
558|3|4697|0||
558|4|907|0||
559|4|927|0||
559|1|843|0||
559|2|4698|0||
559|3|842|0||
560|3|4697|0||
560|4|907|0||
560|1|843|0||
560|2|4698|0||
561|6|4791|0||
561|3|4762|0||
561|7|928|0||
561|5|4764|0||
561|1|843|0||
561|2|4698|0||
561|4|4765|0||
562|1|843|0||
562|2|4698|0||
562|3|930|0||
562|4|4795|0||
562|5|952|0||
564|1|843|0||
564|2|4698|0||
564|3|4790|0||
564|4|2739|0||
564|5|879|0||
564|6|4369|0||
565|7|857|0||
565|6|944|0||
565|5|4356|0||
565|2|4698|0||
565|3|4733|0||
565|1|843|0||
565|4|846|0||
566|1|843|0||
566|2|4698|0||
566|3|4735|0||
566|4|853|0||
566|5|946|0||
566|6|947|0||
566|7|4739|0||
567|5|952|0||
567|4|4792|0||
567|2|4698|0||
567|1|843|0||
567|3|951|0||
568|1|955|0||
568|2|6707|0||
568|3|963|0||
568|4|1008|0||
568|5|1010|0||
568|6|6723|0||
569|6|6730|0||
569|4|6725|0||
569|5|6729|0||
569|2|6707|0||
569|1|955|0||
569|3|998|0||
570|1|955|0||
570|2|6707|0||
570|3|6709|0||
570|4|971|0||
570|5|970|0||
570|6|6740|0||
571|4|6731|0||
571|1|955|0||
571|2|6707|0||
571|3|6706|0||
571|5|974|0||
572|5|3703|0||
572|6|6734|0||
572|4|975|0||
572|1|955|0||
572|2|6707|0||
572|3|6706|0||
573|1|955|0||
573|2|6707|0||
573|3|6706|0||
573|4|6709|0||
573|5|6735|0||
573|6|6736|0||
573|7|982|0||
574|6|987|0||
574|5|6733|0||
574|4|984|0||
574|3|6706|0||
574|2|6707|0||
574|1|955|0||
575|1|955|0||
575|2|6707|0||
575|3|6706|0||
575|4|6710|0||
575|5|6732|0||
575|6|988|0||
576|5|6738|0||
576|4|6737|0||
576|6|6739|0||
576|2|6707|0||
576|1|955|0||
576|3|6706|0||
577|1|955|0||
577|2|6707|0||
577|3|6724|0||
577|4|998|0||
577|5|6725|0||
577|6|6726|5||
577|7|3928|5||
577|8|6727|15||
577|9|6728|20||
579|8|3928|0||
579|7|1003|0||
579|6|3927|0||
579|5|998|0||
579|3|999|0||
579|2|955|0||
579|1|954|0||
579|4|3926|0||
580|1|955|0||
580|2|6707|0||
580|3|6724|0||
580|4|998|0||
580|5|6725|0||
580|6|1004|0||
581|5|1006|0||
581|7|6722|0||
581|4|6720|0||
581|6|6721|0||
581|2|6707|0||
581|1|955|0||
581|3|6719|0||
582|1|955|0||
582|2|6707|0||
582|3|1009|0||
582|4|1008|0||
582|5|1010|0||
583|6|1010|0||
583|4|1008|0||
583|5|1004|0||
583|2|6707|0||
583|1|955|0||
583|3|1009|0||
584|1|955|0||
584|2|6707|0||
584|3|1013|0||
584|4|6762|0||
584|5|6763|0||
586|6|6763|0||
586|1|955|0||
586|2|6707|0||
586|3|1013|0||
586|4|1014|0||
586|5|6762|0||
588|4|1015|0||
588|3|1009|0||
588|1|955|0||
588|2|6707|0||
589|1|955|0||
589|2|6707|0||
589|3|6741|0||
589|4|1016|0||
590|1|955|0||
590|2|6707|0||
590|3|6746|0||
590|4|6747|0||
590|5|6745|0||
591|3|1014|0||
591|4|6768|0||
591|2|6707|0||
591|1|955|0||
592|1|955|0||
592|2|6707|0||
592|3|6709|0||
592|4|6744|0||
592|5|6742|10||
592|6|6743|10||
593|1|955|0||
593|2|6707|0||
593|3|6764|0||
593|4|1020|0||
593|5|1021|5||
594|5|6839|0||
594|4|6838|0||
594|6|6726|0||
594|2|6707|0||
594|1|955|0||
594|3|6764|0||
595|1|955|0||
595|2|6707|0||
595|3|6709|0||
595|4|6764|0||
595|5|6765|0||
595|6|3928|0||
596|1|955|0||
596|2|6707|0||
596|3|6764|0||
596|4|1030|0||
597|3|6767|0||
597|2|6766|0||
597|1|6707|0||
598|1|6707|0||
598|2|6766|0||
598|3|1033|5||
599|1|6707|0||
599|2|1036|0||
599|3|2444|0||
599|4|958|10||
599|5|1034|0||
599|6|959|10||
599|7|960|10||
599|8|961|20||
600|5|1040|0||
600|3|6710|0||
600|4|6764|0||
600|1|955|0||
600|2|6707|0||
601|1|955|0||
601|2|6707|0||
601|3|6710|0||
601|4|6764|0||
601|5|1042|0||
601|6|6769|0||
602|6|1021|5||
602|5|1044|0||
602|4|1014|0||
602|1|955|0||
602|2|6707|0||
602|3|6764|0||
603|6|6781|0||
603|5|6780|0||
603|4|6779|0||
603|2|6777|0||
603|1|6707|0||
603|3|6778|0||
605|1|6707|0||
605|2|1014|0||
605|3|1051|0||
606|7|1052|0||
606|1|6707|0||
606|2|6777|0||
606|3|6782|0||
606|4|6779|0||
606|5|6780|0||
606|6|6783|0||
607|2|6764|0||
607|3|1055|0||
607|1|6707|0||
608|3|6774|0||
608|1|6707|0||
608|2|6773|0||
609|1|6707|0||
609|2|6710|0||
609|3|1036|0||
609|4|6775|0||
609|5|6776|0||
609|6|958|10||
609|7|959|10||
609|8|960|10||
609|9|961|20||
610|7|961|20||
610|6|960|10||
610|5|959|10||
610|4|958|10||
610|3|1035|0||
610|2|1036|0||
610|1|6707|0||
611|1|6707|0||
611|2|1036|0||
611|3|1035|0||
611|4|958|10||
611|5|959|10||
611|6|960|10||
611|7|961|20||
612|1|6707|0||
612|2|6709|0||
612|3|1059|0||
612|4|1060|0||
613|2|6766|0||
613|1|6707|0||
614|1|6707|0||
614|2|6782|0||
614|3|6785|0||
614|4|1063|0||
614|5|6786|0||
614|6|6784|0||
615|5|5123|0||
615|1|955|0||
615|2|6707|0||
615|3|1064|0||
615|4|1065|0||
615|6|6764|0||
616|5|1068|0||
616|4|1067|0||
616|2|955|0||
616|1|954|0||
616|3|1066|0||
617|1|6707|0||
617|2|6766|0||
617|3|1069|0||
618|6|959|10||
618|7|960|10||
618|5|958|5||
618|8|961|10||
618|3|5124|0||
618|2|1036|0||
618|1|6707|0||
618|4|5125|0||
619|3|1072|0||
619|2|1036|0||
619|1|6707|0||
620|1|6707|0||
620|2|5126|0||
620|3|5127|0||
620|4|1036|0||
620|5|5128|0||
620|6|958|5||
620|7|959|10||
620|8|960|10||
620|9|961|10||
621|8|961|10||
621|7|960|10||
621|6|959|15||
621|5|958|5||
621|3|1036|0||
621|2|5133|0||
621|1|6707|0||
621|4|5134|0||
622|1|6707|0||
622|2|5133|0||
622|3|1036|0||
622|4|5135|0||
622|5|958|5||
622|6|959|15||
622|7|960|10||
622|8|961|10||
623|7|5131|0||
623|9|958|0||
623|8|5132|0||
623|6|5130|0||
623|4|6777|0||
623|3|6779|0||
623|2|6780|0||
623|1|6707|0||
623|5|1046|0||
624|1|55|0||
624|2|56|0||
624|3|1046|0||
624|4|5117|0||
624|5|958|0||
625|5|5119|0||
625|8|5120|0||
625|7|959|0||
625|6|958|0||
625|4|5118|0||
625|3|1046|0||
625|2|56|0||
625|1|55|0||
626|1|55|0||
626|2|56|0||
626|3|1046|0||
626|4|5118|0||
626|5|5119|0||
626|6|958|0||
626|7|959|0||
626|8|5120|0||
627|6|5136|0||
627|7|1061|15||
627|5|6782|0||
627|1|6707|0||
627|3|1084|0||
627|4|1085|0||
627|2|1063|0||
628|1|6707|0||
628|2|1089|0||
628|3|5140|0||
628|4|5137|0||
628|5|5138|0||
629|1|1014|0||
629|2|1091|0||
629|3|5115|0||
630|5|1093|0||
630|8|1094|0||
630|7|1096|0||
630|6|1095|0||
630|4|5122|0||
630|3|6707|0||
630|2|6706|0||
630|1|955|0||
631|1|6707|0||
631|2|5141|0||
631|3|5140|0||
631|4|5139|0||
632|1|1091|0||
632|2|5115|0||
633|1|1091|0||
633|2|5115|0||
634|3|5367|0||
634|4|5368|0||
634|2|1104|0||
634|1|5360|0||
638|1|1120|0||
638|2|1113|0||
638|3|1109|0||
639|1|5360|0||
639|2|1105|0||
639|3|1104|0||
639|4|1114|0||
639|5|1115|0||
639|6|6356|0||
640|4|1118|0||
640|8|5425|0||
640|7|2760|0||
640|6|5373|0||
640|2|1104|0||
640|3|5372|0||
640|1|5360|0||
640|5|1119|0||
641|5|5371|0||
641|1|5360|0||
641|2|5361|0||
641|3|1104|0||
641|4|1121|0||
642|7|1123|0||
642|10|2762|0||
642|9|1125|0||
642|8|1124|0||
642|6|5376|0||
642|4|2761|0||
642|3|1104|0||
642|2|5361|0||
642|1|5360|0||
642|5|5375|0||
643|1|5360|0||
643|2|1104|0||
643|3|1128|0||
643|4|5374|0||
643|5|1126|0||
643|6|2759|0||
643|7|1127|0||
644|2|1104|0||
644|1|5360|0||
645|1|1104|0||
646|1|5360|0||
646|2|1105|0||
646|3|1104|0||
646|4|1129|0||
646|5|1116|0||
647|1|1104|0||
647|2|1105|0||
647|3|3931|0||
647|4|6357|0||
648|3|1130|0||
648|4|6400|0||
648|1|5360|0||
648|2|1104|0||
649|1|5360|0||
649|2|1104|0||
649|3|1131|0||
649|4|1132|0||
649|5|5382|0||
649|6|5383|0||
650|3|1104|0||
650|1|5360|0||
650|2|5361|0||
651|1|5360|0||
651|2|5361|0||
651|3|1104|0||
652|5|5385|0||
652|6|5386|0||
652|4|5384|0||
652|1|5360|0||
652|2|1105|0||
652|3|1104|0||
653|1|5387|0||
653|2|2763|0||
654|1|5387|0||
654|2|1135|0||
655|1|5387|0||
656|8|2757|5||
656|10|2758|10||
656|9|5366|5||
656|6|1138|0||
656|7|2756|5||
656|4|2764|0||
656|5|1137|0||
656|3|1136|0||
656|2|1104|0||
656|1|5360|0||
657|1|5360|0||
657|2|1104|0||
657|3|1136|0||
657|4|1140|0||
657|5|2764|0||
657|6|1141|0||
657|7|2756|5||
657|8|2757|5||
658|6|1143|5||
658|5|1142|5||
658|4|1144|0||
658|3|1104|0||
658|2|1105|0||
658|1|5360|0||
659|1|5360|0||
659|2|1105|0||
659|3|1104|0||
659|4|1145|0||
660|1|1104|0||
660|2|5390|0||
660|3|1137|0||
660|4|5391|0||
660|5|5392|0||
660|6|5393|0||
661|7|1146|0||
661|6|5393|0||
661|5|5392|0||
661|1|1104|0||
661|3|1137|0||
661|2|5390|0||
661|4|5391|0||
662|1|5360|0||
662|2|1104|0||
662|3|1147|0||
662|4|1148|0||
663|1|5360|0||
663|2|5361|0||
663|3|1104|0||
663|4|1149|0||
664|6|1150|5||
664|5|5388|0||
664|4|1149|0||
664|3|1104|0||
664|1|5360|0||
664|2|5361|0||
665|1|5360|0||
665|2|1104|0||
665|3|1137|0||
665|4|2764|0||
665|5|1151|0||
665|6|2756|5||
665|7|2757|5||
665|8|5366|5||
666|4|1151|0||
666|3|1137|0||
666|1|1104|0||
666|2|2764|0||
667|1|1104|0||
667|2|1136|0||
667|3|2764|0||
667|4|5100|0||
667|5|5101|0||
667|6|5102|0||
667|7|5103|0||
679|1|1191|0||
679|2|1192|0||
679|3|1193|0||
680|4|1197|0||
680|6|6977|0||
680|5|1196|0||
680|2|1195|0||
680|1|2353|0||
680|3|165|0||
681|1|1198|0||
682|1|1191|0||
682|2|1192|0||
683|1|1199|0||
683|2|1200|0||
683|3|1201|0||
684|1|1201|0||
687|1|1201|0||
688|1|2385|0||
689|1|1202|0||
690|4|6977|0||
690|3|2400|0||
690|1|1203|0||
690|2|1204|0||
691|1|1203|0||
691|2|2400|0||
691|3|6977|0||
692|1|1205|0||
692|2|4887|0||
692|3|6977|0||
693|2|6977|0||
693|1|1206|0||
694|4|6977|0||
694|3|1209|0||
694|2|1208|0||
694|1|1207|0||
695|4|6977|0||
695|1|1209|0||
695|2|1210|0||
695|3|165|0||
696|3|1209|0||
696|4|6977|0||
696|1|1210|0||
696|2|165|0||
697|3|1209|0||
697|4|6977|0||
697|1|1210|0||
697|2|165|0||
698|2|165|0||
698|3|6977|0||
698|1|1210|0||
699|1|1211|0||
699|2|165|0||
699|3|1212|0||
699|4|6977|0||
700|1|2353|0||
700|2|1209|0||
700|3|1214|0||
700|4|165|0||
700|5|1197|0||
700|6|6977|0||
702|2|165|0||
702|4|6977|0||
702|1|1216|0||
702|3|1217|0||
703|1|1219|0||
703|2|1218|0||
703|3|165|0||
703|4|1217|0||
703|5|6977|0||
704|3|1217|0||
704|1|1220|0||
704|2|165|0||
704|4|6977|0||
705|5|6977|0||
705|4|1217|0||
705|3|165|0||
705|2|1221|0||
705|1|1219|0||
706|1|1220|0||
706|2|165|0||
706|3|1217|0||
706|4|6977|0||
707|1|1220|0||
707|2|165|0||
707|3|1217|0||
707|4|1222|0||
707|5|6977|0||
708|5|6977|0||
708|4|1217|0||
708|3|165|0||
708|2|1223|0||
708|1|1219|0||
709|1|1220|0||
709|2|165|0||
709|3|1217|0||
709|4|6977|0||
710|1|1191|0||
710|2|1224|0||
710|3|1225|0||
710|4|1226|0||
711|1|1227|0||
711|2|1228|0||
711|3|1229|0||
712|6|1232|0||
712|7|6977|0||
712|5|1195|0||
712|4|1197|0||
712|3|1233|0||
712|2|1231|0||
712|1|2353|0||
713|1|1191|0||
713|2|1234|0||
713|3|1235|0||
713|4|1236|0||
713|5|1237|0||
714|1|1238|0||
715|1|1239|0||
715|2|1192|0||
715|3|1240|0||
716|1|1239|0||
716|2|1240|0||
717|5|1240|0||
717|4|1243|0||
717|1|1239|0||
717|2|1241|0||
717|3|1242|0||
718|1|1191|0||
718|2|1244|0||
718|3|1245|0||
719|1|1246|0||
719|2|1247|0||
719|3|1199|0||
719|4|1201|0||
720|2|1201|0||
720|1|1246|0||
721|2|6977|0||
721|1|1206|0||
722|1|2398|0||
723|1|1250|0||
723|2|1251|0||
723|3|2399|0||
724|1|1252|0||
724|2|1253|0||
724|3|1254|0||
725|1|1255|0||
725|2|1256|0||
725|3|1257|0||
726|1|1258|0||
726|2|1259|0||
727|9|6977|0||
727|8|1261|0||
727|7|199|0||
727|6|200|0||
727|2|1260|0||
727|4|2401|0||
727|3|203|0||
727|1|1209|0||
727|5|196|0||
728|1|4887|0||
728|2|4888|0||
728|3|4889|0||
728|4|6977|0||
729|5|6977|0||
729|4|1297|0||
729|3|1204|0||
729|2|1262|0||
729|1|1264|0||
730|5|6977|0||
730|4|4951|0||
730|2|4950|0||
730|1|1266|0||
730|3|1268|0||
731|1|4887|0||
731|2|4903|0||
731|3|4904|0||
731|4|6977|0||
733|1|1272|0||
733|2|4949|0||
733|3|6977|0||
735|5|6977|0||
735|3|1209|0||
735|4|4896|0||
735|1|1204|0||
735|2|2400|0||
736|1|1274|0||
736|2|1275|0||
736|3|6977|0||
737|1|1275|0||
737|2|1274|0||
737|3|6977|0||
738|4|6977|0||
738|1|1209|0||
738|2|4887|0||
738|3|4930|0||
739|3|4931|0||
739|4|6977|0||
739|1|1209|0||
739|2|4887|0||
740|1|1209|0||
740|2|4887|0||
740|3|4937|0||
740|4|6977|0||
741|1|4926|0||
741|2|4927|0||
741|3|4928|0||
741|4|6977|0||
742|1|4897|0||
742|2|1279|0||
742|3|6977|0||
743|2|6977|0||
743|1|4935|0||
744|1|4887|0||
744|2|1209|0||
744|3|4898|0||
744|4|6977|0||
745|1|4929|0||
745|2|6977|0||
746|1|4936|0||
746|2|6977|0||
747|1|4897|0||
747|2|4899|0||
747|3|6977|0||
751|3|6977|0||
751|1|4887|0||
751|2|4933|0||
752|3|6977|0||
752|1|4887|0||
752|2|4934|0||
753|1|4887|0||
753|2|4932|0||
753|3|6977|0||
754|1|4887|0||
754|2|4938|0||
754|3|6977|0||
755|1|4897|0||
755|2|4900|0||
755|3|6977|0||
756|1|4939|0||
756|2|6977|0||
757|2|6977|0||
757|1|4940|0||
758|1|4901|0||
758|2|1310|0||
758|3|1308|20||
758|4|6977|0||
759|1|1204|0||
759|2|2400|0||
759|3|4895|0||
759|4|6977|0||
760|1|1209|0||
760|2|4887|0||
760|3|4902|0||
760|4|6977|0||
761|3|4941|0||
761|4|6977|0||
761|2|4887|0||
761|1|1209|0||
762|1|4960|0||
762|2|4961|0||
762|3|6977|0||
763|1|1217|0||
763|2|4887|0||
763|3|4959|0||
763|4|6977|0||
764|3|4908|0||
764|4|6977|0||
764|2|1217|0||
764|1|4887|0||
766|1|1217|0||
766|2|4887|0||
766|3|4954|0||
766|4|6977|0||
767|1|4887|0||
767|2|1217|0||
767|3|4909|0||
767|4|6977|0||
768|4|4911|0||
768|3|4910|0||
768|5|6977|0||
768|1|4887|0||
768|2|1217|0||
769|3|4952|0||
769|4|6977|0||
769|1|1217|0||
769|2|4887|0||
770|1|4887|0||
770|2|1217|0||
770|3|4912|0||
770|4|6977|0||
771|1|1217|0||
771|2|4887|0||
771|3|4952|0||
771|4|6977|0||
772|1|1217|0||
772|2|4887|0||
772|3|4952|0||
772|4|6977|0||
773|7|6977|0||
773|6|1333|0||
773|5|1332|0||
773|2|200|0||
773|3|199|0||
773|4|4956|0||
773|1|196|0||
774|1|196|0||
774|2|200|0||
774|3|199|0||
774|4|1332|0||
774|5|4957|0||
774|6|6977|0||
775|5|6977|0||
775|4|4955|0||
775|3|4953|0||
775|1|1217|0||
775|2|4887|0||
776|1|1217|0||
776|2|4887|0||
776|3|4953|0||
776|4|6977|0||
777|1|1217|0||
777|2|4887|0||
777|3|4942|0||
777|4|6977|0||
778|6|6977|0||
778|4|200|0||
778|5|4906|0||
778|2|199|0||
778|1|196|0||
778|3|203|0||
779|1|196|0||
779|2|199|0||
779|3|200|0||
779|4|203|0||
779|5|4945|0||
779|6|6977|0||
780|1|196|0||
780|2|200|0||
780|3|199|0||
780|4|4943|0||
780|5|6977|0||
781|5|6977|0||
781|4|4944|0||
781|1|196|0||
781|2|200|0||
781|3|199|0||
782|1|196|0||
782|2|200|0||
782|3|199|0||
782|4|4946|0||
782|5|6977|0||
783|1|196|0||
783|2|199|0||
783|3|200|0||
783|4|203|0||
783|5|4948|0||
783|6|6977|0||
784|6|6977|0||
784|5|4947|0||
784|4|203|0||
784|2|199|0||
784|1|196|0||
784|3|200|0||
785|1|4913|0||
785|2|4914|0||
785|3|4915|0||
785|4|4916|0||
785|5|4917|0||
786|1|4918|0||
786|2|4919|0||
786|3|4920|0||
838|6|1391|0||
838|7|1390|0||
838|5|5489|0||
838|1|1387|0||
838|3|5488|0||
838|2|1389|0||
838|4|1392|0||
839|1|1387|0||
839|2|1394|0||
839|3|1389|0||
839|4|5490|0||
840|1|1387|0||
840|2|5491|0||
840|3|1394|0||
840|4|5497|0||
840|5|5493|0||
841|3|5499|0||
841|1|1387|0||
841|2|1399|0||
842|1|1387|0||
842|2|5499|0||
842|3|1399|0||
843|1|1387|0||
843|2|1401|0||
843|3|5500|0||
843|4|1403|0||
843|5|1402|0||
844|4|1403|0||
844|3|5500|0||
844|5|5501|0||
844|1|1387|0||
844|2|1401|0||
845|1|1387|0||
845|2|1405|0||
845|3|1404|0||
845|4|1406|0||
846|1|1387|0||
846|2|1389|0||
846|3|1407|0||
846|4|5502|0||
846|5|5503|0||
846|6|5504|0||
847|3|1409|0||
847|2|1399|0||
847|1|1387|0||
848|1|5485|0||
848|2|1399|0||
848|3|5498|0||
848|4|1411|10||
848|5|1410|10||
849|1|5485|0||
849|2|1399|0||
849|3|1412|0||
849|4|1411|10||
849|5|1410|10||
850|4|5506|0||
850|3|5505|0||
850|5|5507|0||
850|1|5485|0||
850|2|5508|0||
851|1|5485|0||
851|2|5509|0||
851|3|5508|0||
851|4|5510|0||
852|4|1415|0||
852|3|1416|0||
852|1|5485|0||
852|2|1399|0||
853|1|5485|0||
853|2|1399|0||
853|3|1416|0||
853|4|1417|0||
853|5|1415|0||
854|5|1415|0||
854|4|1419|0||
854|1|5485|0||
854|2|1418|0||
854|3|1421|0||
855|1|7124|0||
855|2|7125|0||
855|3|7126|0||
855|4|7132|0||
855|5|1424|0||
856|1|7124|0||
856|2|7125|0||
856|3|7126|0||
856|4|7128|0||
856|5|1424|0||
857|5|1424|0||
857|4|7129|0||
857|1|7124|0||
857|2|7125|0||
857|3|7126|0||
858|1|7124|0||
858|2|7125|0||
858|3|7126|0||
858|4|7131|0||
858|5|1424|0||
859|1|7124|0||
859|2|7125|0||
859|3|7126|0||
859|4|7130|0||
859|5|1424|0||
860|4|3492|0||
860|3|1423|0||
860|1|7126|0||
860|2|3491|0||
861|1|7126|0||
861|2|3491|0||
861|3|1423|0||
861|4|3493|0||
862|5|3494|0||
862|1|7126|0||
862|2|3491|0||
862|3|1434|0||
862|4|1432|0||
863|3|1423|0||
863|4|3495|0||
863|1|7126|0||
863|2|3491|0||
864|1|7126|0||
864|2|3491|0||
864|3|3496|0||
864|4|1437|0||
865|1|7126|0||
865|2|3491|0||
865|3|1432|0||
865|4|3497|0||
865|5|1439|0||
866|5|3498|0||
866|3|1432|0||
866|4|1439|0||
866|1|7126|0||
866|2|3491|0||
867|1|4971|0||
867|2|1444|0||
867|3|4972|0||
867|4|1446|0||
868|1|4971|0||
868|2|4972|0||
868|3|5381|0||
869|1|1451|0||
869|2|4974|0||
869|3|4975|0||
870|9|1457|0||
870|8|1456|0||
870|7|3172|0||
870|6|3171|0||
870|3|1453|0||
870|4|1454|0||
870|1|4274|0||
870|5|1455|0||
870|2|2357|0||
871|1|4274|0||
871|2|2357|0||
871|3|1453|0||
871|4|1454|0||
871|5|1458|0||
871|6|1459|0||
871|7|1460|0||
872|8|3173|0||
872|7|1462|0||
872|5|1461|0||
872|6|1463|0||
872|3|1453|0||
872|2|2357|0||
872|1|4274|0||
872|4|1454|0||
873|1|4274|0||
873|2|2357|0||
873|3|1453|0||
873|4|1454|0||
873|5|1464|0||
873|6|1465|0||
873|7|1466|0||
873|8|1467|0||
874|5|1472|0||
874|6|1471|0||
874|3|6030|0||
874|2|1470|0||
874|1|1468|0||
874|4|3845|0||
875|1|1468|0||
875|2|1470|0||
875|3|6030|0||
875|4|1476|0||
875|5|1475|0||
875|6|6031|0||
875|7|1474|0||
876|4|3845|0||
876|5|1479|0||
876|3|6030|0||
876|2|1470|0||
876|1|1468|0||
877|1|1468|0||
877|2|1470|0||
877|3|6030|0||
877|4|3845|0||
877|5|1481|0||
878|1|1468|0||
878|2|1470|0||
878|3|1482|0||
