wargear_id|line|name|Range|type|S|AP|D|abilities
1031|1|Sweep|Melee|Melee|User|-2|3|Each time an attack is made with this weapon profile, make 3 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
1031|2|Crush|Melee|Melee|x2|-4|6|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>. Each time an attack is made with this weapon, if that attack targets a <span class=kwb>VEHICLE</span> or <span class=kwb>MONSTER</span> unit, add 2 to the Damage characteristic of that attack.
1032|1|Sweep|Melee|Melee|User|-2|D3|Each time an attack is made with this weapon profile, make 3 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
1032|2|Saw|Melee|Melee|x2|-4|6|
1033|1|Tempest warblade|Melee|Melee|+6|-3|3|Each time an attack is made with this weapon profile, make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
1035|1|Ardex-defensor mauler|36|Heavy 6|6|-2|2|Each time an attack is made with this weapon profile when firing <a href=/wh40k9ed/the-rules/core-rules/#Overwatch>Overwatch</a>, that attack hits on a roll of 5 or 6.
1037|1|Belicosa volcano cannon|120|Heavy 3D3|20|-5|12|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1040|1|Mori quake cannon|280|Heavy 3D6|14|-5|6|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon can target units that are not visible to the bearer.
1041|1|Reaver gatling blaster|72|Heavy 12|8|-3|3|
1042|1|Reaver laser blaster|72|Heavy 3D3|16|-4|D6+3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1043|1|Reaver melta cannon|48|Heavy 2D6|16|-4|8|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of 12.
1047|1|Standard|72|Heavy D6+6|12|-4|5|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1047|2|Supercharge|72|Heavy D6+6|14|-4|8|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 4 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> after shooting with this weapon.
1057|1|Reaver power fist|Melee|Melee|x2|-5|12|Each time a <span class=kwb>VEHICLE</span> or <span class=kwb>MONSTER</span> model is destroyed as a result of an attack made with this weapon, you can select one enemy unit within 9 and roll one D6; on a 4+ that unit suffers D6 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
1059|1|Animus speculum|18|Assault D3|5|-4|1|Whilst there are any enemy <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE>PSYKER</a> units within 18 of the bearer, change this weapon’s Type characteristic to <a href=/wh40k9ed/the-rules/core-rules/#ASSAULT>Assault D6</a>.
1060|1|Blind grenade|12|Grenade D6|*|*|*|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon does not inflict any damage (do not make any <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound rolls</a>). Instead, if a unit is hit by any blind grenades, subtract 1 from all <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> for attacks made by that unit until the end of the turn.
1061|1|Executioner pistol|12|Pistol 4|4|-1|1|You can re-roll <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound rolls</a> for attacks made with this weapon that target INFANTRY units.
1062|1|Exitus pistol|12|Pistol 1|4|-3|D3|When resolving an attack made with this weapon, an <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throw</a> cannot be made. Attacks made with this weapon wound INFANTRY units on a 2+.
1063|1|Exitus rifle|72|Heavy 1|5|-3|D3|When resolving an attack made with this weapon, an <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throw</a> cannot be made. Attacks made with this weapon wound INFANTRY units on a 2+.
1064|1|Melta bombs|4|Grenade 1|8|-4|D6|You can re-roll <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound rolls</a> for attacks made with this weapon that target VEHICLE units.
1065|1|Neural shredder|9|Assault 1|*|*|*|When resolving an attack with this weapon, if a hit is scored, do not make a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>: instead roll 3D6; if the result is equal to or greater than the target unit’s highest Leadership characteristic, it suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
1066|1|Psyk-out grenades|6|Grenade D3|2|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. When resolving an attack made with this weapon against a <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE>PSYKER</a> or DAEMON unit, a <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6+ inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target and the attack sequence ends.
1067|1|Neuro-gauntlet|Melee|Melee|+1|-1|1|You can re-roll <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound rolls</a> for attacks made with this weapon.
1068|1|Phase sword|Melee|Melee|User|-3|2|When resolving an attack made with this weapon, an <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throw</a> cannot be made.
1069|1|Poison blades|Melee|Melee|2|-1|1|When the bearer fights, it makes 1 additional attack with this weapon. Attacks made with this weapon wound on a 3+ unless the target is a VEHICLE unit.
1070|1|Power sword|Melee|Melee|+1|-3|1|
1071|1|Bolt pistol|12|Pistol 1|4|0|1|
1072|1|Boltgun|24|Rapid Fire 1|4|0|1|
1073|1|Boltgun|24|Rapid Fire 1|4|0|1|
1073|2|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.
1074|1|Boltgun|24|Rapid Fire 1|4|0|1|
1074|2|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon profile targets a unit within half range, that attack has a Damage characteristic of D6+2.
1075|1|Boltgun|24|Rapid Fire 1|4|0|1|
1075|2|Plasma gun (standard)|24|Rapid Fire 1|7|-3|1|
1075|3|Plasma gun (supercharge)|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1076|1|Boltgun|24|Rapid Fire 1|4|0|1|
1076|2|Condemnor stake|24|Assault 1|4|-1|2|Each time an attack made with this weapon profile is allocated to a <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE><span class=kwb>PSYKER</span></a> model, that model’s unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> in addition to the normal damage.
1078|1|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1079|1|Frag grenade|6|Grenade D6|3|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1080|1|Hot-shot lasgun|18|Rapid Fire 1|3|-2|1|
1081|1|Incinerator|8|Assault D6|6|-1|1|This weapon automatically hits its target.
1082|1|Inferno pistol|6|Pistol 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1083|1|Laspistol|12|Pistol 1|3|0|1|
1084|1|Krak grenade|6|Grenade 1|6|-1|D3|
1085|1|Master-crafted boltgun|24|Rapid Fire 1|4|-1|2|
1085|2|Condemnor stake|24|Assault 1|4|-1|2|Each time an attack made with this weapon profile is allocated to a <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE><span class=kwb>PSYKER</span></a> model, that model’s unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> in addition to the normal damage.
1086|1|Master-crafted multi-melta|30|Heavy 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1087|1|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1088|1|Needle pistol|12|Pistol 1|1|0|1|A needle pistol always wounds on a 2+ unless the target model is a VEHICLE.
1089|1|Standard|24|Rapid Fire 1|7|-3|1|
1089|2|Supercharge|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1090|1|Standard|12|Pistol 1|7|-3|1|
1090|2|Supercharge|12|Pistol 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1091|1|Psyber-eagle|24|Assault D6|4|0|1|
1092|1|Psycannon|24|Heavy 4|7|-1|1|
1093|1|Psyk-out grenades|6|Grenade D3|2|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. When resolving an attack made with this weapon against a <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE><span class=kwb>PSYKER</span></a> or <span class=kwb>DAEMON</span> unit, on a <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6+ the target suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> and the attack sequence ends.
1094|1|Storm bolter|24|Rapid Fire 2|4|0|1|
1095|1|Unholy gaze|12|Assault 1|8|-1|1|When resolving an attack made with this weapon, on a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6+ this weapon has a Damage characteristic of 3 for that attack.
1096|1|Chainsword|Melee|Melee|User|0|1|When the bearer fights, it makes 1 additional attack with this weapon.
1097|1|Force axe|Melee|Melee|+2|-2|D3|
1098|1|Force stave|Melee|Melee|+3|-1|D3|
1099|1|Force sword|Melee|Melee|+1|-3|D3|
1100|1|Master-crafted Nemesis Daemon hammer|Melee|Melee|x2|-3|3|
1101|1|Master-crafted power sword|Melee|Melee|+1|-3|2|
1102|1|Nemesis daemon hammer|Melee|Melee|x2|-2|3|When resolving an attack made with this weapon, subtract 1 from the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1103|1|Null rod|Melee|Melee|User|-2|1|When resolving an attack made with this weapon against a <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE>PSYKER</a> unit, this weapon has a Damage characteristic of D3 for that attack.
1104|1|Power fist|Melee|Melee|x2|-3|2|When resolving an attack made with this weapon, subtract 1 from the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1105|1|Power maul|Melee|Melee|+3|-1|1|
1106|1|Power sword|Melee|Melee|+1|-3|1|
1107|1|Throne of Judgement’s stomping feet|Melee|Melee|User|-1|2|When the bearer fights, it makes 2D3 additional attacks with this weapon.
1108|1|Thunder hammer|Melee|Melee|x2|-2|3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1109|1|Warp grasp|Melee|Melee|User|-3|1|
1110|1|Combi-bolter|24|Rapid Fire 2|4|0|1|
1111|1|Guardian spear (shooting)|24|Rapid Fire 1|4|-1|2|
1112|1|Guardian spear (melee)|Melee|Melee|+2|-3|2|
1113|1|Hunter-killer missile|48|Heavy 1|10|-2|D6|The bearer can only shoot with each hunter-killer missile it is equipped with once per battle.
1114|1|Kheres-pattern assault cannon|24|Heavy 6|7|-1|1|
1115|1|Multi-melta|24|Heavy 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1116|1|Sentinel blade (shooting)|12|Pistol 2|4|-1|2|
1117|1|Sentinel blade (melee)|Melee|Melee|+1|-3|2|
1118|1|Storm bolter|24|Rapid Fire 2|4|0|1|
1119|1|Twin heavy bolter|36|Heavy 6|5|-1|2|
1120|1|Twin lascannon|48|Heavy 2|9|-3|D6|
1121|1|Dreadnought combat weapon|Melee|Melee|x2|-3|3|
1129|1|Force stave|Melee|Melee|+3|-1|D3|
1131|1|Telepathica stave|Melee|Melee|+1|0|D3|
1132|1|Wyrdvane stave|Melee|Melee|+1|0|1|
1133|1|The Ardent Blade (shooting)|12|Assault D6|6|-2|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1134|1|Autogun|24|Rapid Fire 1|3|0|1|
1135|1|Bolt pistol|12|Pistol 1|4|0|1|
1136|1|Boltgun|24|Rapid Fire 1|4|0|1|
1137|1|Boltgun|24|Rapid Fire 1|4|0|1|
1137|2|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.
1138|1|Boltgun|24|Rapid Fire 1|4|0|1|
1138|2|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon profile targets a unit within half range, that attack has a Damage characteristic of D6+2.
1139|1|Boltgun|24|Rapid Fire 1|4|0|1|
1139|2|Plasma gun (standard)|24|Rapid Fire 1|7|-3|1|
1139|3|Plasma gun (supercharge)|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1140|1|Boltgun|24|Rapid Fire 1|4|0|1|
1140|2|Condemnor stake|24|Assault 1|4|-1|2|Each time an attack made with this weapon profile is allocated to a <span class=kwb>PSYKER</span> model, that model’s unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> in addition to the normal damage.
1141|1|Exorcist missile launcher|48|Heavy 3D3|8|-2|D6|
1143|1|Frag grenades|6|Grenade D6|3|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1145|1|Heavy bolter|36|Heavy 3|5|-1|2|
1147|1|Hunter-killer missile|48|Heavy 1|10|-2|D6|The bearer can only shoot with each hunter-killer missile it is equipped with once per battle.
1148|1|Immolation flamers|18|Heavy 2D6|6|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1149|1|Inferno pistol|6|Pistol 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1150|1|Krak grenades|6|Grenade 1|6|-1|D3|
1151|1|Laspistol|12|Pistol 1|3|0|1|
1152|1|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1153|1|Standard|24|Rapid Fire 1|7|-3|1|
1153|2|Supercharge|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1154|1|Standard|12|Pistol 1|7|-3|1|
1154|2|Supercharge|12|Pistol 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1155|1|The Redeemer|24|Assault 2|4|-1|1|When resolving an attack made with this weapon, on a wound roll of 6+, this weapon has a Damage characteristic of 2 for that attack.
1157|1|Storm bolter|24|Rapid Fire 2|4|0|1|
1158|1|Twin heavy bolter|36|Heavy 6|5|-1|2|
1159|1|Twin multi-melta|24|Heavy 4|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of D6+2.
1160|1|Arco-flails|Melee|Melee|+1|-1|1|Each time an attack is made with this weapon, make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
1161|1|The Ardent Blade (melee)|Melee|Melee|+4|-4|2|Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6, the target suffers 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> and the attack sequence ends.
1162|1|Chainsword|Melee|Melee|User|0|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
1163|1|Chirurgeon’s tools|Melee|Melee|User|-1|1|
1164|1|Death Cult power blades|Melee|Melee|User|-3|1|
1165|1|Dialogus staff|Melee|Melee|+1|0|1|
1166|1|Eviscerator|Melee|Melee|x2|-4|D3|When resolving an attack made with this weapon, subtract 1 from the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1167|1|Neural whips|Melee|Melee|User|-2|1|Each time an attack is made with this weapon against a unit (excluding <span class=kwb>VEHICLE</span> units), if no model in that unit has a Leadership characteristic of 8 or more, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
1168|1|Penitent buzz-blade|Melee|Melee|+3|-4|2|
1169|1|Penitent eviscerator|Melee|Melee|x2|-3|2|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1170|1|Power axe|Melee|Melee|+2|-2|1|
1171|1|Power maul|Melee|Melee|+3|-1|1|
1172|1|Power sword|Melee|Melee|+1|-3|1|
1173|1|Multi-melta|24|Heavy 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1174|1|Macro shell|72|Heavy D6|14|-3|D6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. When resolving an attack made with this weapon, a damage roll of 1 or 2 counts as 3 instead.
1174|2|Quake shell|180|Heavy 2D6|9|-2|D3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1175|1|Battle cannon|72|Heavy D6|8|-2|D3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1176|1|Heavy bolter|36|Heavy 3|5|-1|2|
1177|1|Icarus lascannon|96|Heavy 1|9|-3|D6|Each time an attack is made with this weapon against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1178|1|Plasma obliterator|72|Heavy 2D6|8|-3|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. For each <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 1 made for attacks with this weapon, the bearer suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> after shooting with this weapon.
1179|1|Punisher gatling cannon|24|Heavy 20|5|0|1|
1180|1|Quad gun|48|Heavy 8|7|-1|1|Each time an attack is made with this weapon against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
1181|1|Quad Icarus lascannon|96|Heavy 4|9|-3|D6|When resolving an attack made with this weapon, add 1 to the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> if the target can <a href=/wh40k9ed/the-rules/core-rules/#Flying>FLY</a>; otherwise subtract 1 from the hit roll.
1182|1|Vortex missile battery|180|Heavy D6|-|-|-|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon can target units that are not visible to the bearer, even when firing in accordance with the <span class=redfont>Automated Weapons</span> ability. When resolving an attack made with this weapon, if a hit is scored the target suffers D6 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>. If a model in the target unit loses any wounds as a result of those mortal wounds but is not destroyed, roll another D6; on a 6 that model suffers a further D6 mortal wounds.
1184|1|Autogun|24|Rapid Fire 1|3|0|1|
1185|1|Autopistol|12|Pistol 1|3|0|1|
1186|1|Baleflamer|18|Assault 2D3|6|-2|2|Each time an attack is made with this weapon, that attack automatically hits the target.
1188|1|Single frequency|48|Heavy 3|8|-3|3|<span class=tooltip00886 data-tooltip-content=#tooltip_content00886><span class=tt kwbu>Sonic</span> <span class=tt kwbu>Weapon</span></span>
1188|2|Varied frequency|36|Assault 6|5|-2|1|<span class=tooltip00886 data-tooltip-content=#tooltip_content00886><span class=tt kwbu>Sonic</span> <span class=tt kwbu>Weapon</span></span>
1191|1|Bolt pistol|12|Pistol 1|4|0|1|
1192|1|Boltgun|24|Rapid Fire 1|4|0|1|
1193|1|Combi-bolter|24|Rapid Fire 2|4|0|1|
1194|1|Boltgun|24|Rapid Fire 1|4|0|1|
1194|2|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.
1195|1|Boltgun|24|Rapid Fire 1|4|0|1|
1195|2|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon profile targets a unit within half range, that attack has a Damage characteristic of D6+2.
1196|1|Boltgun|24|Rapid Fire 1|4|0|1|
1196|2|Plasma gun (standard)|24|Rapid Fire 1|7|-3|1|
1196|3|Plasma gun (supercharge)|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1197|1|Cypher’s bolt pistol|18|Pistol 6|4|-1|1|
1198|1|Cypher’s plasma pistol|12|Pistol 3|8|-3|2|
1199|1|Daemongore cannon|18|Heavy D6|10|-4|D3+3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1200|1|Demolisher siege cannon|24|Heavy D3+3|10|-4|D6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1202|1|Doom siren|12|Assault D6|5|-3|1|<span class=tooltip00886 data-tooltip-content=#tooltip_content00886><span class=tt kwbu>Sonic</span> <span class=tt kwbu>Weapon</span></span>. Each time an attack is made with this weapon, that attack automatically hits the target.
1203|1|Ectoplasma cannon|36|Heavy D3|7|-3|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1204|1|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1205|1|Warp hail|24|Heavy D6+9|5|-1|1|
1205|2|Ruinous salvo|24|Heavy D3+3|7|-2|2|
1205|3|Focused malice|24|Heavy D3|9|-3|4|
1206|1|Frag grenade|6|Grenade D6|3|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1207|1|Gorestorm cannon|24|Heavy 3D3|9|-2|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1208|1|Hades autocannon|36|Heavy 4|8|-2|2|
1209|1|Hades gatling cannon|48|Heavy 12|8|-3|2|
1210|1|Havoc launcher|48|Heavy D6|5|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1211|1|Heavy bolter|36|Heavy 3|5|-1|2|
1212|1|Heavy flamer|12|Heavy D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1213|1|Heavy stubber|36|Heavy 3|4|0|1|
1214|1|Heavy warpflamer|12|Heavy D6|5|-2|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1215|1|Helbrute plasma cannon|36|Heavy D3|8|-3|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 1 is made for an attack with this weapon, the bearer suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> after shooting with this weapon.
1216|1|Hellfyre missile rack|36|Heavy 2|8|-2|D3|
1217|1|Ichor cannon|48|Heavy D6+3|7|-3|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1221|1|Khârn’s plasma pistol|12|Pistol 1|8|-3|2|Each time an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 1 is made for an attack with this weapon, the bearer suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> after shooting with this weapon.
1222|1|Krak grenades|6|Grenade 1|6|-1|D3|
1223|1|Lascannon|48|Heavy 1|9|-3|D6|
1225|1|Magma cutter|6|Assault 1|8|-4|D6+2|
1226|1|Meltagun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1227|1|Frag missile|48|Heavy D6|4|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1227|2|Krak missile|48|Heavy 1|8|-2|D6|
1228|1|Multi-melta|24|Heavy 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
1230|1|Standard|24|Rapid Fire 1|7|-3|1|
1230|2|Supercharge|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1231|1|Standard|12|Pistol 1|7|-3|1|
1231|2|Supercharge|12|Pistol 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
1232|1|Predator autocannon|48|Heavy 2D3|7|-1|3|
1233|1|Reaper autocannon|36|Heavy 4|7|-2|1|
1235|1|Skullhurler|60|Heavy 2D6|10|-3|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
1236|1|Sonic blaster|24|Assault 3|4|-1|1|<span class=tooltip00886 data-tooltip-content=#tooltip_content00886><span class=tt kwbu>Sonic</span> <span class=tt kwbu>Weapon</span></span>
1238|1|Talon of Horus (shooting)|24|Assault 4|5|-1|2|
1239|1|Twin heavy bolter|36|Heavy 6|5|-1|2|
1240|1|Twin heavy flamer|12|Heavy 2D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1241|1|Twin lascannon|48|Heavy 2|9|-3|D6|
1242|1|Tyrant’s Claw (shooting)|12|Assault D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
1246|1|Xyclos Needler|18|Pistol 3|2|-2|2|Each time an attack is made with this weapon against a unit (excluding <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> units), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
1247|1|Black Staff of Ahriman|Melee|Melee|+3|-1|3|
1248|1|The Blade of Magnus|Melee|Melee|x2|-4|3|Each time after the bearer has fought, select one enemy model that lost any wounds as a result of attacks made with this weapon but was not destroyed. That model’s unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
1249|1|Brutal assault weapon|Melee|Melee|User|0|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
1250|1|Chainaxe|Melee|Melee|+1|-1|1|
