id|name|faction_id|source_id|role|unit_composition|Cost|cost_per_unit
590|Storm Guardians|AE|186.0|Troops|If this unit contains 12 or more models, it has <b>Power Rating 8</b>. This unit can contain 1 Serpent’s Scale Platform model (<b>Power Rating +1</b> per model) for every 10 Storm Guardian models it contains. Every Storm Guardian is equipped with: shuriken pistol; Guardian combat weapon; plasma grenades. A Serpent’s Scale Platform is equipped with: serpent shield.||False
591|Windriders|AE|186.0|Fast Attack|If this unit contains 4-6 models, it has <b>Power Rating 8</b>. If this unit contains 7 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: twin shuriken catapult.||False
592|Rangers|AE|186.0|Troops|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: Ranger long rifle; shuriken pistol.||False
593|Dire Avengers|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 6</b>. Every model is equipped with: Avenger shuriken catapult; plasma grenades.||False
594|Howling Banshees|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: shuriken pistol; Banshee blade; Howling Banshee mask.||False
595|Striking Scorpions|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: shuriken pistol; Scorpion chainsword; mandiblasters.||False
596|Fire Dragons|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: Dragon fusion gun.||False
597|Wraithguard|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 20</b>. Every model is equipped with: wraithcannon.||False
598|Wraithblades|AE|186.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 20</b>. Every model is equipped with: ghostswords.||False
599|Wave Serpent|AE|186.0|Dedicated Transport|A Wave Serpent is equipped with: twin shuriken cannon; twin shuriken catapult; Wave Serpent shield.||False
600|Swooping Hawks|AE|186.0|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: lasblaster.||False
601|Warp Spiders|AE|186.0|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 10</b>. Every model is equipped with: death spinner, Warp Spider jump generator.||False
602|Shining Spears|AE|186.0|Fast Attack|If this unit contains 4 or more models, it has <b>Power Rating 10</b>. Every model is equipped with: laser lance; twin shuriken catapult.||False
603|Crimson Hunter|AE|186.0|Flyers|A Crimson Hunter is equipped with: 2 starcannons; pulse laser.||False
605|Vypers|AE|186.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: shuriken cannon; twin shuriken catapult.||False
606|Hemlock Wraithfighter|AE|186.0|Flyers|A Hemlock Wraithfighter is equipped with: 2 heavy D-scythes; mindshock pod.||False
607|Dark Reapers|AE|186.0|Heavy Support|Every model is equipped with: Reaper launcher.|150.0|True
608|Support Weapons|AE|186.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: shadow weaver; shuriken catapult.||False
609|Falcon|AE|186.0|Heavy Support|A Falcon is equipped with: pulse laser; scatter laser; twin shuriken catapult.||False
610|Fire Prism|AE|186.0|Heavy Support|A Fire Prism is equipped with: prism cannon; twin shuriken catapult.||False
611|Night Spinner|AE|186.0|Heavy Support|A Night Spinner is equipped with: doomweaver; twin shuriken catapult.||False
612|War Walkers|AE|186.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 10</b>. If this unit contains 3 models, it has <b>Power Rating 15</b>. Every model is equipped with: 2 shuriken cannons.||False
613|Wraithlord|AE|186.0|Elites|A Wraithlord is equipped with: 2 shuriken catapults; wraithbone fists.||False
614|Wraithknight|AE|186.0|Lords of War|A Wraithknight is equipped with: titanic ghostglaive; titanic feet; scattershield.||False
615|Shadow Spectres|AE|146.0|Elites|This unit can contain a maximum of 10 models. If this unit contains 6 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: prism rifle; plasma grenades.||False
616|Wasp Assault Walker|AE|145.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. Each model is equipped with: 2 shuriken cannons.||False
617|Wraithseer|AE|146.0|Heavy Support|A Wraithseer is equipped with: ghostspear; wraithshield.||False
618|Hornet|AE|146.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 10</b>. If this unit contains 3 models, it has <b>Power Rating 15</b>. Each model is equipped with: 2 Hornet pulse lasers.||False
619|Warp Hunter|AE|146.0|Heavy Support|A Warp Hunter is equipped with: D-flail; twin shuriken catapult.||False
620|Lynx|AE|146.0|Heavy Support|A Lynx is equipped with: Lynx pulsar; shuriken cannon.||False
621|Scorpion|AE|146.0|Lords of War|A Scorpion is equipped with: shuriken cannon; twin Scorpion pulsar.||False
622|Cobra|AE|146.0|Lords of War|A Cobra is equipped with: D-impaler; shuriken cannon.||False
623|Nightwing|AE|146.0|Flyers|A Nightwing is equipped with: twin bright lance; twin shuriken cannon; crystal targeting matrix.||False
624|Phoenix|AE|145.0|Flyers|A Phoenix is equipped with: Phoenix missile array; Phoenix pulse laser; twin shuriken cannon; crystal targeting matrix.||False
625|Vampire Raider|AE|145.0|Flyers|A Vampire Raider is equipped with: scatter laser; 2 twin pulse lasers; spirit stones; crystal targeting matrix.||False
626|Vampire Hunter|AE|145.0|Flyers|A Vampire Hunter is equipped with: scatter laser; 2 twin pulse lasers; twin Vampire pulsar; spirit stones; crystal targeting matrix.||False
627|Skathach Wraithknight|AE|146.0|Lords of War|A Skathach Wraithknight is equipped with: 2 inferno lances; titanic feet; titanic wraithbone fists.||False
628|Revenant Titan|AE|146.0|Lords of War|A Revenant Titan is equipped with: cloudburst missile launcher; 2 Revenant pulsars; titanic stride.||False
629|Corsair Cloud Dancer Band|AE|145.0|Fast Attack|If this unit contains between 4 and 6 models, it has <b>Power Rating 10</b>. If this unit contains 7 or more models, it has <b>Power Rating 15</b>. One Corsair Cloud Dancer model in this unit can be replaced with 1 Corsair Cloud Dancer Felarch model. Each model is equipped with: brace of pistols; twin shuriken catapult.||False
630|Irillyth|AE|146.0|HQ|"Irillyth is equipped with: Spear of Starlight. Your army can only include one <span class=""tooltip00184"" data-tooltip-content=""#tooltip_content00184"" data-tooltip-anchor=""#tooltip_content00184""><span class=""kwb"">IRILLYTH</span></span> model."||False
631|Phantom Titan|AE|146.0|Lords of War|A Phantom Titan is equipped with: 2 Phantom pulsars; starcannon; voidstorm missile launcher; titanic stride.||False
632|Corsair Reaver Band|AE|145.0|Troops|If this unit contains between 6 and 10 models, it has <b>Power Rating 4</b>. If this unit contains 11 or more models, it has <b>Power Rating 6</b>. One Corsair Reaver model in this unit can be replaced with 1 Corsair Reaver Felarch model. Each model is equipped with: brace of pistols; lasblaster; plasma grenades.||False
633|Corsair Skyreaver Band|AE|145.0|Troops|If this unit contains between 6 and 10 models, it has <b>Power Rating 6</b>. If this unit contains 11 or more models, it has <b>Power Rating 9</b>. One Corsair Skyreaver model in this unit can be replaced with 1 Corsair Skyreaver Felarch model. Each model is equipped with: brace of pistols; lasblaster; plasma grenades.||False
634|Archon|DRU|31.0|HQ|An Archon is equipped with: splinter pistol; power sword.||False
638|Ur-Ghul|DRU|62.0|Elites|An Ur-Ghul is a single model which attacks with claws and talons.||False
639|Succubus|DRU|31.0|HQ|A Succubus is equipped with: agoniser; archite glaive.||False
640|Lelith Hesperax|DRU|31.0|HQ|"Lelith Hesperax is equipped with: Lelith’s blades. Your army can only include one <span class=""tooltip00267"" data-tooltip-content=""#tooltip_content00267"" data-tooltip-anchor=""#tooltip_content00267""><span class=""kwb"">LELITH</span> <span class=""kwb"">HESPERAX</span></span> model."||False
641|Haemonculus|DRU|31.0|HQ|A Haemonculus is equipped with: stinger pistol; haemonculus tools; ichor injector; scissorhand.||False
642|Urien Rakarth|DRU|31.0|HQ|"Urien Rakarth is equipped with: Casket of Flensing; haemonculus tools; ichor injector. Your army can only include one <span class=""tooltip00268"" data-tooltip-content=""#tooltip_content00268"" data-tooltip-anchor=""#tooltip_content00268""><span class=""kwb"">URIEN</span> <span class=""kwb"">RAKARTH</span></span> model."||False
643|Drazhar|DRU|31.0|HQ|"Drazhar is equipped with: The Executioner’s demiklaives. Your army can only include one <span class=""tooltip00269"" data-tooltip-content=""#tooltip_content00269"" data-tooltip-anchor=""#tooltip_content00269""><span class=""kwb"">DRAZHAR</span></span> model."||False
644|Kabalite Warriors|DRU|31.0|Troops|If this unit contains between 6 and 10 models, it has <b>Power Rating 6</b>. If this unit contains between 11 and 15 models, it has <b>Power Rating 9</b>. If this unit contains between 16 and 20 models, it has <b>Power Rating 12</b>. Every model is equipped with: splinter rifle.||False
645|Kabalite Trueborn|DRU|110.0|Elites|This unit contains 1 Dracon and 4 Kabalite Trueborn. It can additionally contain up to 5 Kabalite Trueborn (<b>Power Rating +4</b>), or up to 10 Kabalite Trueborn (<b>Power Rating +7</b>), or up to 15 Kabalite Trueborn (<b>Power Rating +10</b>). Every model is equipped with: splinter rifle.||False
646|Wyches|DRU|31.0|Troops|If this unit contains between 6 and 10 models, it has <b>Power Rating 7</b>. If this unit contains between 11 and 15 models, it has <b>Power Rating 10</b>. If this unit contains between 16 and 20 models, it has <b>Power Rating 13</b>. Every model is equipped with: splinter pistol; Hekatarii blade; plasma grenades.||False
647|Hekatrix Bloodbrides|DRU|110.0|Elites|This unit contains 1 Syren and 4 Hekatrix Bloodbrides. It can additionally contain up to 5 Hekatrix Bloodbrides (<b>Power Rating +3</b>), up to 10 Hekatrix Bloodbrides (<b>Power Rating +6</b>), or up to 15 Hekatrix Bloodbrides (<b>Power Rating +9</b>). Every model is equipped with: splinter pistol; hekatarii blade; plasma grenades.||False
648|Incubi|DRU|31.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: klaive.||False
649|Mandrakes|DRU|31.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: baleblast; glimmersteel blade.||False
650|Wracks|DRU|31.0|Troops|If this unit contains between 6 and 10 models, it has <b>Power Rating 6</b>. If this unit contains between 11 and 15 models, it has <b>Power Rating 9</b>. If this unit contains between 16 and 20 models, it has <b>Power Rating 12</b>. Every model is equipped with: Wrack blades.||False
651|Grotesques|DRU|31.0|Elites|If this unit contains 4 or more models, it has <b>Power Rating 10</b>. Every model is equipped with: monstrous cleaver; flesh gauntlet.||False
652|Beastmaster|DRU|31.0|Elites|A Beastmaster is equipped with: splinter pods; agoniser.||False
653|Clawed Fiends|DRU|31.0|Fast Attack|If this unit contains between 2 and 3 models, it has <b>Power Rating 5</b>. If this unit contains between 4 and 6 models, it has <b>Power Rating 10</b>. Every model is equipped with: clawed fists.||False
654|Khymerae|DRU|31.0|Fast Attack|If this unit contains between 3 and 4 models, it has <b>Power Rating 2</b>. If this unit contains between 5 and 6 models, it has <b>Power Rating 3</b>. Every model is equipped with: claws and talons.||False
655|Razorwing Flocks|DRU|31.0|Fast Attack|If this unit contains between 4 and 6 models, it has <b>Power Rating 4</b>. If this unit contains between 7 and 9 models, it has <b>Power Rating 6</b>. Every model is equipped with: razor feathers.||False
656|Raider|DRU|31.0|Dedicated Transport|A Raider is equipped with: dark lance; bladevanes.||False
657|Venom|DRU|31.0|Dedicated Transport|A Venom is equipped with: splinter cannon; twin splinter rifle; bladevanes.||False
658|Reavers|DRU|31.0|Fast Attack|If this unit contains between 4 and 6 models, it has <b>Power Rating 6</b>. If this unit contains between 7 and 9 models, it has <b>Power Rating 9</b>. If this unit contains between 9 and 12 models, it has <b>Power Rating 12</b>. Every model is equipped with: splinter pistol; splinter rifle; bladevanes.||False
659|Hellions|DRU|31.0|Fast Attack|If this unit contains between 6 and 10 models, it has <b>Power Rating 8</b>. If this unit contains between 11 and 15 models, it has <b>Power Rating 12</b>. If this unit contains between 16 and 20 models, it has <b>Power Rating 16</b>. Every model is equipped with: splinter pods; hellglaive.||False
660|Razorwing Jetfighter|DRU|31.0|Flyers|A Razorwing Jetfighter is equipped with: 2 dark lances; Razorwing missiles; twin splinter rifle.||False
661|Voidraven Bomber|DRU|31.0|Flyers|A Voidraven Bomber is equipped with: 2 void lances; void mine.||False
662|Scourges|DRU|31.0|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: shardcarbine; plasma grenades.||False
663|Talos|DRU|31.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 12</b>. If this unit contains 3 models, it has <b>Power Rating 18</b>. Every model is equipped with: 2 splinter cannons; 2 macro-scalpels.||False
664|Cronos|DRU|31.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 8</b>. If this unit contains 3 models, it has <b>Power Rating 12</b>. Every model is equipped with: spirit syphon; spirit-leech tentacles.||False
665|Ravager|DRU|31.0|Heavy Support|A Ravager is equipped with: 3 dark lances; bladevanes.||False
666|Reaper|DRU|146.0|Heavy Support|A Reaper is equipped with: storm vortex projector; bladevanes; prow blade.||False
667|Tantalus|DRU|146.0|Heavy Support|A Tantalus is equipped with: 2 pulse disintegrators; dire scythe blade.||False
679|Company Commander|AM|16.0|HQ|A Company Commander is a single model armed with a laspistol and frag grenades.||False
680|Tank Commander|AM|16.0|HQ|A Tank Commander is a single model. He rides to battle from the cupola of a Leman Russ battle tank, which is equipped with a battle cannon and a heavy bolter.||False
681|Master of Ordnance|AM|16.0|Elites|A Master of Ordnance is a single model armed with a laspistol and an artillery barrage.||False
682|Platoon Commander|AM|16.0|Elites|A Platoon Commander is a single model armed with a laspistol and frag grenades.||False
683|Command Squad|AM|16.0|Elites|This unit contains 4 Veterans. Each model is armed with a lasgun and frag grenades.|25.0|True
684|Infantry Squad|AM|16.0|Troops|This unit contains 1 Sergeant and 9 Guardsmen.<br>&nbsp;• Each Guardsman is armed with a lasgun and frag grenades.<br>&nbsp;• The Sergeant is armed with a laspistol and frag grenades.<br>&nbsp;• A Heavy Weapons Team is armed with a lasgun and frag grenades.|60.0|True
685|Special Weapons Squad|AM|16.0|Elites|This unit contains 6 Guardsmen. Each model is armed with a lasgun and frag grenades.|45.0|True
686|Heavy Weapons Squad|AM|16.0|Heavy Support|This unit contains 3 Heavy Weapons Teams. Each model is armed with a lasgun and frag grenades.|50.0|True
687|Veterans|AM|16.0|Elites|This unit contains 1 Veteran Sergeant and 9 Veterans.<br>&nbsp;• Each Veteran is armed with a lasgun and frag grenades.<br>&nbsp;• The Veteran Sergeant is armed with a laspistol and frag grenades.<br>&nbsp;• A Veteran Heavy Weapons Team is armed with a lasgun and frag grenades.|70.0|True
688|Conscripts|AM|16.0|Troops|This unit contains 20 Conscripts. It can include up to 10 additional Conscripts (<b>Power Rating +2</b>). Each Conscript is armed with a lasgun and frag grenades.||False
689|Rough Riders|AM|105.0|Fast Attack|This unit contains 1 Rough Rider Sergeant and 4 Rough Riders. It can additionally contain up to 5 Rough Riders (<b>Power Rating +2</b>). Every model is equipped with: laspistol; chainsword; hunting lance; trampling hooves; frag grenades.||False
690|Scout Sentinels|AM|16.0|Fast Attack|This unit contains 1 Scout Sentinel. It can include 1 additional Scout Sentinel (<b>Power Rating +3</b>) or 2 additional Scout Sentinels (<b>Power Rating +6</b>). Each model is equipped with a multi-laser.||False
691|Armoured Sentinels|AM|16.0|Fast Attack|This unit contains 1 Armoured Sentinel. It can include 1 additional Armoured Sentinel (<b>Power Rating +3</b>) or 2 additional Armoured Sentinels (<b>Power Rating +6</b>). Each model is equipped with a multi-laser.||False
692|Chimera|AM|16.0|Dedicated Transport|A Chimera is a single model equipped with a multi-laser, a heavy bolter and two lasgun arrays.||False
693|Taurox|AM|16.0|Dedicated Transport|A Taurox is a single model equipped with two autocannons.||False
694|Hellhounds|AM|16.0|Fast Attack|This unit contains 1 Hellhound, Devil Dog or Bane Wolf. It can include 1 additional Hellhound, Devil Dog or Bane Wolf (<b>Power Rating +6</b>) or 2 additional Hellhounds, Devil Dogs and/or Bane Wolves in any combination (<b>Power Rating +12</b>).<br>&nbsp;• Each Hellhound is equipped with a heavy bolter and an inferno cannon.<br>&nbsp;• Each Devil Dog is equipped with a heavy bolter and a melta cannon.<br>&nbsp;• Each Bane Wolf is equipped with a heavy bolter and a chem cannon.||False
695|Basilisks|AM|16.0|Heavy Support|This unit contains 1 Basilisk. It can include 1 additional Basilisk (<b>Power Rating +7</b>) or 2 additional Basilisks (<b>Power Rating +14</b>). Each model is equipped with an earthshaker cannon and a heavy bolter.||False
696|Hydras|AM|16.0|Heavy Support|This unit contains 1 Hydra. It can include 1 additional Hydra (<b>Power Rating +6</b>) or 2 additional Hydras (<b>Power Rating +12</b>). Each model is equipped with a Hydra quad autocannon and a heavy bolter.||False
697|Wyverns|AM|16.0|Heavy Support|This unit contains 1 Wyvern. It can include 1 additional Wyvern (<b>Power Rating +8</b>) or 2 additional Wyverns (<b>Power Rating +16</b>). Each model is equipped with a Wyvern quad stormshard mortar and a heavy bolter.||False
698|Manticore|AM|16.0|Heavy Support|A Manticore is a single model equipped with four storm eagle rockets and a heavy bolter.||False
699|Deathstrike|AM|16.0|Heavy Support|A Deathstrike is a single model equipped with a Deathstrike missile and a heavy bolter.||False
700|Leman Russ Battle Tanks|AM|16.0|Heavy Support|This unit contains 1 Leman Russ Battle Tank. It can include 1 additional Leman Russ Battle Tank (<b>Power Rating +10</b>) or 2 additional Leman Russ Battle Tanks (<b>Power Rating +20</b>). Each model is equipped with a battle cannon and a heavy bolter.||False
702|Baneblade|AM|16.0|Lords of War|A Baneblade is a single model equipped with an autocannon, a Baneblade cannon, a demolisher cannon, a twin heavy bolter and adamantium tracks.||False
703|Banehammer|AM|16.0|Lords of War|A Banehammer is a single model equipped with a tremor cannon, a twin heavy bolter and adamantium tracks.||False
704|Banesword|AM|16.0|Lords of War|A Banesword is a single model equipped with a quake cannon, a twin heavy bolter and adamantium tracks.||False
705|Doomhammer|AM|16.0|Lords of War|A Doomhammer is a single model equipped with a magma cannon, a twin heavy bolter and adamantium tracks.||False
706|Hellhammer|AM|16.0|Lords of War|A Hellhammer is a single model equipped with an autocannon, a demolisher cannon, a Hellhammer cannon, a twin heavy bolter, a lasgun and adamantium tracks.||False
707|Shadowsword|AM|16.0|Lords of War|A Shadowsword is a single model equipped with a volcano cannon, a twin heavy bolter and adamantium tracks.||False
708|Stormlord|AM|16.0|Lords of War|A Stormlord is a single model equipped with two heavy stubbers, a twin heavy bolter, a vulcan mega-bolter and adamantium tracks.||False
709|Stormsword|AM|16.0|Lords of War|A Stormsword is a single model equipped with a Stormsword siege cannon, a twin heavy bolter and adamantium tracks.||False
710|Lord Castellan Creed|AM|16.0|HQ|Lord Castellan Creed is a single model armed with two hot-shot laspistols and a power sword. Only one of this model may be included in your army.||False
711|Colour Sergeant Kell|AM|16.0|Elites|Colour Sergeant Kell is a single model armed with a laspistol, power fist and power sword. Only one of this model may be included in your army.||False
712|Knight Commander Pask|AM|16.0|HQ|Knight Commander Pask is a single model. He rides to battle in the cupola of his trusty Leman Russ battle tank, <i>Hand of Steel</i>, which is equipped with a battle cannon and a heavy bolter. Only one of this model may be included in your army.||False
713|Colonel ‘Iron Hand’ Straken|AM|16.0|HQ|Colonel ‘Iron Hand’ Straken is a single model armed with a plasma pistol, shotgun, frag grenades, krak grenades and a bionic arm with devil’s claw. Only one of this model may be included in your army.||False
714|Sergeant Harker|AM|16.0|Elites|Sergeant Harker is a single model armed with Payback, frag grenades and krak grenades. Only one of this model may be included in your army.||False
715|Lord Commissar|AM|16.0|HQ|A Lord Commissar is a single model armed with a bolt pistol and power sword.||False
716|Commissar|AM|16.0|Elites|A Commissar is a single model armed with a bolt pistol.||False
717|Commissar Yarrick|AM|16.0|HQ|Commissar Yarrick is a single model armed with a bolt pistol, storm bolter, power klaw and the Bale Eye. Only one of this model may be included in your army.||False
718|Tempestor Prime|AM|16.0|HQ|A Tempestor Prime is a single model armed with a hot-shot laspistol, frag grenades and krak grenades.||False
719|Militarum Tempestus Command Squad|AM|16.0|Elites|This unit contains 4 Tempestus Scions. Each model is armed with a hot-shot lasgun, frag grenades and krak grenades.|40.0|True
720|Militarum Tempestus Scions|AM|16.0|Troops|This unit contains 1 Tempestor and 4 Tempestus Scions. It can include up to 5 additional Tempestus Scions (<b>Power Rating +2</b>).<br>&nbsp;• Each Tempestus Scion is armed with a hot-shot lasgun, frag grenades and krak grenades.<br>&nbsp;• The Tempestor is armed with a hot-shot laspistol, chainsword, frag grenades and krak grenades.||False
721|Taurox Prime|AM|16.0|Dedicated Transport|A Taurox Prime is a single model equipped with a Taurox battle cannon and two hot-shot volley guns.||False
722|Ogryns|AM|16.0|Elites|This unit contains 1 Ogryn Bone ’ead and 2 Ogryns. It may contain up to 3 additional Ogryns (<b>Power Rating +4</b>) or up to 6 additional Ogryns (<b>Power Rating +8</b>). Each model is armed with a ripper gun and frag bombs.||False
723|Bullgryns|AM|16.0|Elites|This unit contains 1 Bullgryn Bone ’ead and 2 Bullgryns. It may contain up to 3 additional Bullgryns (<b>Power Rating +5</b>) or up to 6 additional Bullgryns (<b>Power Rating +10</b>). Each model is armed with a grenadier gauntlet and frag bombs and equipped with a slabshield.||False
724|Ratlings|AM|16.0|Elites|This unit contains 5 Ratlings. It may contain up to 5 additional Ratlings (<b>Power Rating +2</b>). Each model is armed with a sniper rifle.||False
725|Nork Deddog|AM|16.0|Elites|Nork Deddog is a single model armed with a ripper gun, a huge knife and frag bombs. He can also deliver a thunderous headbutt. Only one of this model may be included in your army.||False
726|Officer of the Fleet|AM|16.0|Elites|An Officer of the Fleet is a single model armed with a laspistol.||False
727|Valkyries|AM|16.0|Flyers|This unit contains 1 Valkyrie. It can include 1 additional Valkyrie (<b>Power Rating +7</b>) or 2 additional Valkyries (<b>Power Rating +14</b>). Each model is equipped with a multi-laser and hellstrike missiles.||False
728|Atlas Recovery Tank|AM|145.0|Elites|An Atlas Recovery Tank is equipped with: heavy bolter.||False
729|Salamander Command Vehicle|AM|145.0|HQ|A Salamander Command Vehicle is equipped with: heavy bolter; heavy flamer.||False
730|Hades Breaching Drill|AM|146.0|Dedicated Transport|A Hades Breaching Drill is equipped with: melta-cutter drill.||False
731|Centaur Light Carrier|AM|145.0|Dedicated Transport|A Centaur Light Carrier is equipped with: 2 heavy stubbers.||False
733|Trojan Support Vehicle|AM|146.0|Dedicated Transport|A Trojan Support Vehicle is equipped with: heavy bolter.||False
735|Salamander Scout Tanks|AM|145.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 6</b>. If it contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: autocannon; heavy bolter.||False
736|Tauros Assault Vehicles|AM|145.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 6</b>. If it contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: heavy flamer.||False
737|Tauros Venators|AM|145.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 6</b>. If it contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: twin multi-laser.||False
738|Armageddon-pattern Basilisks|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 14</b>. If this unit contains 3 models, it has <b>Power Rating 21</b>. Every model is equipped with: earthshaker cannon; heavy bolter.||False
739|Armageddon-pattern Medusas|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: Medusa siege cannon; heavy bolter.||False
740|Colossus Bombards|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: Colossus siege mortar.||False
741|Cyclops Demolition Vehicle|AM|146.0|Heavy Support|A Cyclops demolition vehicle is equipped with: Cyclops demolition charge.||False
742|Earthshaker Battery|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 12</b>. If it contains 3 models, it has <b>Power Rating 18</b>. Every model is equipped with: earthshaker cannon.||False
743|Earthshaker Carriage Battery|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 12</b>. If this unit contains 3 models, it has <b>Power Rating 18</b>. Every model is equipped with: earthshaker cannon. Each Earthshaker Carriage model has 5 separate Guardsman crew models.||False
744|Griffon Mortar Carrier|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 8</b>. If it contains 3 models, it has <b>Power Rating 12</b>. Every model is equipped with: heavy bolter; Griffon heavy mortar.||False
745|Heavy Mortar Battery|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 8</b>. If this unit contains 3 models, it has <b>Power Rating 12</b>. Every model is equipped with: heavy mortar. Each Heavy Mortar model has 3 separate Guardsman crew models.||False
746|Heavy Quad Launcher Battery|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 10</b>. If this unit contains 3 models, it has <b>Power Rating 15</b>. Every model is equipped with: heavy quad launcher. Each Heavy Quad Launcher model has 3 separate Guardsman crew models.||False
747|Hydra Battery|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 8</b>. If it contains 3 models, it has <b>Power Rating 12</b>. Every model is equipped with: Hydra quad autocannon.||False
751|Malcador Annihilator|AM|146.0|Heavy Support|A Malcador Annihilator is equipped with: demolisher cannon; 2 heavy bolters; Malcador twin lascannon.||False
752|Malcador Defender|AM|146.0|Heavy Support|A Malcador Defender is equipped with: demolisher cannon; 7 heavy bolters.||False
753|Malcador|AM|146.0|Heavy Support|A Malcador is equipped with: 2 autocannons; battle cannon; heavy bolter.||False
754|Malcador Infernus|AM|146.0|Heavy Support|A Malcador Infernus is equipped with: 2 heavy stubbers; inferno gun.||False
755|Manticore Battery|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 12</b>. If it contains 3 models, it has <b>Power Rating 18</b>. Every model is equipped with: 4 storm eagle rockets.||False
756|Medusa Carriage Battery|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 12</b>. If this unit contains 3 models, it has <b>Power Rating 18</b>. Every model is equipped with: Medusa siege cannon. Each Medusa Carriage model has 5 separate Guardsman crew models.||False
757|Rapier Laser Destroyer Battery|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 10</b>. If this unit contains 3 models, it has <b>Power Rating 15</b>. Every model is equipped with: laser destroyer; lasgun; frag grenades. Each Rapier Laser Destroyer model has 1 separate Guardsman crew model.||False
758|Sabre Weapons Battery|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 4</b>. If it contains 3 models, it has <b>Power Rating 6</b>. Every model is equipped with: twin heavy bolter.||False
759|Sentinel Powerlifters|AM|145.0|Elites|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: powerlifter.||False
760|Stygies Destroyer Tank Hunters|AM|145.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 18</b>. If it contains 3 models, it has <b>Power Rating 27</b>. Every model is equipped with: Stygies laser destroyer.||False
761|Thunderers|AM|146.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 14</b>. If this unit contains 3 models, it has <b>Power Rating 21</b>. Every model is equipped with: demolisher cannon.||False
762|Tarantula Battery|AM|146.0|Fortifications|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. Every model is equipped with: Tarantula twin heavy bolter.||False
763|Stormblade|AM|146.0|Lords of War|A Stormblade is equipped with: 1 heavy bolter; 1 Stormblade plasma blastgun; adamantium tracks.||False
764|Arkurian Stormhammer|AM|145.0|Lords of War|An Arkurian Stormhammer is equipped with: lascannon; 7 multi-lasers; Stormhammer cannon; twin battle cannon; adamantium tracks.||False
