id|name|faction_id|source_id|role|unit_composition|Cost|cost_per_unit
692|chimera|am|16.0|dedicated transport|a chimera is a single model equipped with a multi-laser, a heavy bolter and two lasgun arrays.||False
693|taurox|am|16.0|dedicated transport|a taurox is a single model equipped with two autocannons.||False
694|hellhounds|am|16.0|fast attack|this unit contains 1 hellhound, devil dog or bane wolf. it can include 1 additional hellhound, devil dog or bane wolf (power rating +6) or 2 additional hellhounds, devil dogs and/or bane wolves in any combination (power rating +12).&nbsp;• each hellhound is equipped with a heavy bolter and an inferno cannon.&nbsp;• each devil dog is equipped with a heavy bolter and a melta cannon.&nbsp;• each bane wolf is equipped with a heavy bolter and a chem cannon.||False
695|basilisks|am|16.0|heavy support|this unit contains 1 basilisk. it can include 1 additional basilisk (power rating +7) or 2 additional basilisks (power rating +14). each model is equipped with an earthshaker cannon and a heavy bolter.||False
696|hydras|am|16.0|heavy support|this unit contains 1 hydra. it can include 1 additional hydra (power rating +6) or 2 additional hydras (power rating +12). each model is equipped with a hydra quad autocannon and a heavy bolter.||False
697|wyverns|am|16.0|heavy support|this unit contains 1 wyvern. it can include 1 additional wyvern (power rating +8) or 2 additional wyverns (power rating +16). each model is equipped with a wyvern quad stormshard mortar and a heavy bolter.||False
698|manticore|am|16.0|heavy support|a manticore is a single model equipped with four storm eagle rockets and a heavy bolter.||False
699|deathstrike|am|16.0|heavy support|a deathstrike is a single model equipped with a deathstrike missile and a heavy bolter.||False
700|leman russ battle tanks|am|16.0|heavy support|this unit contains 1 leman russ battle tank. it can include 1 additional leman russ battle tank (power rating +10) or 2 additional leman russ battle tanks (power rating +20). each model is equipped with a battle cannon and a heavy bolter.||False
702|baneblade|am|16.0|lords of war|a baneblade is a single model equipped with an autocannon, a baneblade cannon, a demolisher cannon, a twin heavy bolter and adamantium tracks.||False
703|banehammer|am|16.0|lords of war|a banehammer is a single model equipped with a tremor cannon, a twin heavy bolter and adamantium tracks.||False
704|banesword|am|16.0|lords of war|a banesword is a single model equipped with a quake cannon, a twin heavy bolter and adamantium tracks.||False
705|doomhammer|am|16.0|lords of war|a doomhammer is a single model equipped with a magma cannon, a twin heavy bolter and adamantium tracks.||False
706|hellhammer|am|16.0|lords of war|a hellhammer is a single model equipped with an autocannon, a demolisher cannon, a hellhammer cannon, a twin heavy bolter, a lasgun and adamantium tracks.||False
707|shadowsword|am|16.0|lords of war|a shadowsword is a single model equipped with a volcano cannon, a twin heavy bolter and adamantium tracks.||False
708|stormlord|am|16.0|lords of war|a stormlord is a single model equipped with two heavy stubbers, a twin heavy bolter, a vulcan mega-bolter and adamantium tracks.||False
709|stormsword|am|16.0|lords of war|a stormsword is a single model equipped with a stormsword siege cannon, a twin heavy bolter and adamantium tracks.||False
710|lord castellan creed|am|16.0|hq|lord castellan creed is a single model armed with two hot-shot laspistols and a power sword. only one of this model may be included in your army.||False
711|colour sergeant kell|am|16.0|elites|colour sergeant kell is a single model armed with a laspistol, power fist and power sword. only one of this model may be included in your army.||False
712|knight commander pask|am|16.0|hq|knight commander pask is a single model. he rides to battle in the cupola of his trusty leman russ battle tank, hand of steel, which is equipped with a battle cannon and a heavy bolter. only one of this model may be included in your army.||False
713|colonel ‘iron hand’ straken|am|16.0|hq|colonel ‘iron hand’ straken is a single model armed with a plasma pistol, shotgun, frag grenades, krak grenades and a bionic arm with devil’s claw. only one of this model may be included in your army.||False
714|sergeant harker|am|16.0|elites|sergeant harker is a single model armed with payback, frag grenades and krak grenades. only one of this model may be included in your army.||False
715|lord commissar|am|16.0|hq|a lord commissar is a single model armed with a bolt pistol and power sword.||False
716|commissar|am|16.0|elites|a commissar is a single model armed with a bolt pistol.||False
717|commissar yarrick|am|16.0|hq|commissar yarrick is a single model armed with a bolt pistol, storm bolter, power klaw and the bale eye. only one of this model may be included in your army.||False
718|tempestor prime|am|16.0|hq|a tempestor prime is a single model armed with a hot-shot laspistol, frag grenades and krak grenades.||False
719|militarum tempestus command squad|am|16.0|elites|this unit contains 4 tempestus scions. each model is armed with a hot-shot lasgun, frag grenades and krak grenades.|40.0|True
720|militarum tempestus scions|am|16.0|troops|this unit contains 1 tempestor and 4 tempestus scions. it can include up to 5 additional tempestus scions (power rating +2).&nbsp;• each tempestus scion is armed with a hot-shot lasgun, frag grenades and krak grenades.&nbsp;• the tempestor is armed with a hot-shot laspistol, chainsword, frag grenades and krak grenades.||False
721|taurox prime|am|16.0|dedicated transport|a taurox prime is a single model equipped with a taurox battle cannon and two hot-shot volley guns.||False
722|ogryns|am|16.0|elites|this unit contains 1 ogryn bone ’ead and 2 ogryns. it may contain up to 3 additional ogryns (power rating +4) or up to 6 additional ogryns (power rating +8). each model is armed with a ripper gun and frag bombs.||False
723|bullgryns|am|16.0|elites|this unit contains 1 bullgryn bone ’ead and 2 bullgryns. it may contain up to 3 additional bullgryns (power rating +5) or up to 6 additional bullgryns (power rating +10). each model is armed with a grenadier gauntlet and frag bombs and equipped with a slabshield.||False
724|ratlings|am|16.0|elites|this unit contains 5 ratlings. it may contain up to 5 additional ratlings (power rating +2). each model is armed with a sniper rifle.||False
725|nork deddog|am|16.0|elites|nork deddog is a single model armed with a ripper gun, a huge knife and frag bombs. he can also deliver a thunderous headbutt. only one of this model may be included in your army.||False
726|officer of the fleet|am|16.0|elites|an officer of the fleet is a single model armed with a laspistol.||False
727|valkyries|am|16.0|flyers|this unit contains 1 valkyrie. it can include 1 additional valkyrie (power rating +7) or 2 additional valkyries (power rating +14). each model is equipped with a multi-laser and hellstrike missiles.||False
728|atlas recovery tank|am|145.0|elites|an atlas recovery tank is equipped with: heavy bolter.||False
729|salamander command vehicle|am|145.0|hq|a salamander command vehicle is equipped with: heavy bolter; heavy flamer.||False
730|hades breaching drill|am|146.0|dedicated transport|a hades breaching drill is equipped with: melta-cutter drill.||False
731|centaur light carrier|am|145.0|dedicated transport|a centaur light carrier is equipped with: 2 heavy stubbers.||False
733|trojan support vehicle|am|146.0|dedicated transport|a trojan support vehicle is equipped with: heavy bolter.||False
735|salamander scout tanks|am|145.0|fast attack|if this unit contains 2 models, it has power rating 6. if it contains 3 models, it has power rating 9. every model is equipped with: autocannon; heavy bolter.||False
736|tauros assault vehicles|am|145.0|fast attack|if this unit contains 2 models, it has power rating 6. if it contains 3 models, it has power rating 9. every model is equipped with: heavy flamer.||False
737|tauros venators|am|145.0|fast attack|if this unit contains 2 models, it has power rating 6. if it contains 3 models, it has power rating 9. every model is equipped with: twin multi-laser.||False
738|armageddon-pattern basilisks|am|146.0|heavy support|if this unit contains 2 models, it has power rating 14. if this unit contains 3 models, it has power rating 21. every model is equipped with: earthshaker cannon; heavy bolter.||False
739|armageddon-pattern medusas|am|146.0|heavy support|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: medusa siege cannon; heavy bolter.||False
740|colossus bombards|am|146.0|heavy support|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: colossus siege mortar.||False
741|cyclops demolition vehicle|am|146.0|heavy support|a cyclops demolition vehicle is equipped with: cyclops demolition charge.||False
742|earthshaker battery|am|145.0|heavy support|if this unit contains 2 models, it has power rating 12. if it contains 3 models, it has power rating 18. every model is equipped with: earthshaker cannon.||False
743|earthshaker carriage battery|am|146.0|heavy support|if this unit contains 2 models, it has power rating 12. if this unit contains 3 models, it has power rating 18. every model is equipped with: earthshaker cannon. each earthshaker carriage model has 5 separate guardsman crew models.||False
744|griffon mortar carrier|am|145.0|heavy support|if this unit contains 2 models, it has power rating 8. if it contains 3 models, it has power rating 12. every model is equipped with: heavy bolter; griffon heavy mortar.||False
745|heavy mortar battery|am|146.0|heavy support|if this unit contains 2 models, it has power rating 8. if this unit contains 3 models, it has power rating 12. every model is equipped with: heavy mortar. each heavy mortar model has 3 separate guardsman crew models.||False
746|heavy quad launcher battery|am|146.0|heavy support|if this unit contains 2 models, it has power rating 10. if this unit contains 3 models, it has power rating 15. every model is equipped with: heavy quad launcher. each heavy quad launcher model has 3 separate guardsman crew models.||False
747|hydra battery|am|145.0|heavy support|if this unit contains 2 models, it has power rating 8. if it contains 3 models, it has power rating 12. every model is equipped with: hydra quad autocannon.||False
751|malcador annihilator|am|146.0|heavy support|a malcador annihilator is equipped with: demolisher cannon; 2 heavy bolters; malcador twin lascannon.||False
752|malcador defender|am|146.0|heavy support|a malcador defender is equipped with: demolisher cannon; 7 heavy bolters.||False
753|malcador|am|146.0|heavy support|a malcador is equipped with: 2 autocannons; battle cannon; heavy bolter.||False
754|malcador infernus|am|146.0|heavy support|a malcador infernus is equipped with: 2 heavy stubbers; inferno gun.||False
755|manticore battery|am|145.0|heavy support|if this unit contains 2 models, it has power rating 12. if it contains 3 models, it has power rating 18. every model is equipped with: 4 storm eagle rockets.||False
756|medusa carriage battery|am|146.0|heavy support|if this unit contains 2 models, it has power rating 12. if this unit contains 3 models, it has power rating 18. every model is equipped with: medusa siege cannon. each medusa carriage model has 5 separate guardsman crew models.||False
757|rapier laser destroyer battery|am|146.0|heavy support|if this unit contains 2 models, it has power rating 10. if this unit contains 3 models, it has power rating 15. every model is equipped with: laser destroyer; lasgun; frag grenades. each rapier laser destroyer model has 1 separate guardsman crew model.||False
758|sabre weapons battery|am|145.0|heavy support|if this unit contains 2 models, it has power rating 4. if it contains 3 models, it has power rating 6. every model is equipped with: twin heavy bolter.||False
759|sentinel powerlifters|am|145.0|elites|if this unit contains 2 models, it has power rating 6. if this unit contains 3 models, it has power rating 9. every model is equipped with: powerlifter.||False
760|stygies destroyer tank hunters|am|145.0|heavy support|if this unit contains 2 models, it has power rating 18. if it contains 3 models, it has power rating 27. every model is equipped with: stygies laser destroyer.||False
761|thunderers|am|146.0|heavy support|if this unit contains 2 models, it has power rating 14. if this unit contains 3 models, it has power rating 21. every model is equipped with: demolisher cannon.||False
762|tarantula battery|am|146.0|fortifications|if this unit contains 2 models, it has power rating 6. if this unit contains 3 models, it has power rating 9. every model is equipped with: tarantula twin heavy bolter.||False
763|stormblade|am|146.0|lords of war|a stormblade is equipped with: 1 heavy bolter; 1 stormblade plasma blastgun; adamantium tracks.||False
764|arkurian stormhammer|am|145.0|lords of war|an arkurian stormhammer is equipped with: lascannon; 7 multi-lasers; stormhammer cannon; twin battle cannon; adamantium tracks.||False
766|crassus|am|146.0|lords of war|a crassus is equipped with: 4 heavy bolters; adamantium tracks.||False
767|dominus armoured siege bombard|am|145.0|lords of war|a dominus armoured siege bombard is equipped with: dominus triple bombard; 2 heavy bolters.||False
768|gorgon heavy transport|am|145.0|lords of war|a gorgon heavy transport is equipped with: 2 gorgon mortars; 2 twin heavy stubbers.||False
769|macharius|am|146.0|lords of war|a macharius is equipped with: 2 heavy stubbers; macharius twin battle cannon; twin heavy stubber; adamantium tracks.||False
770|macharius omega|am|145.0|lords of war|a macharius omega is equipped with: omega-pattern plasma blastgun.||False
771|macharius vanquisher|am|146.0|lords of war|a macharius vanquisher is equipped with: 2 heavy stubbers; macharius twin vanquisher cannon; twin heavy stubber; adamantium tracks.||False
772|macharius vulcan|am|146.0|lords of war|a macharius vulcan is equipped with: 2 heavy stubbers; macharius vulcan mega-bolter; twin heavy stubber; adamantium tracks.||False
773|marauder bomber|am|146.0|lords of war|a marauder bomber is equipped with: 2 heavy bombs, 2 marauder twin heavy bolters; marauder twin lascannon.||False
774|marauder destroyer|am|146.0|lords of war|a marauder destroyer is equipped with: marauder nose autocannons; marauder twin assault cannon; marauder twin heavy bolter; heavy bomb.||False
775|minotaur|am|146.0|lords of war|a minotaur is equipped with: minotaur twin earthshaker cannon; adamantium tracks.||False
776|praetor|am|146.0|lords of war|a praetor is equipped with: 2 heavy bolters; praetor launcher; adamantium tracks.||False
777|valdor tank hunter|am|146.0|heavy support|a valdor is equipped with: autocannon; valdor neutron laser.||False
778|aquila lander|am|145.0|flyers|an aquila lander is equipped with: heavy bolter.||False
779|arvus lighter|am|146.0|flyers|an arvus lighter has no equipment.||False
780|avenger strike fighter|am|146.0|flyers|an avenger strike fighter is equipped with: avenger bolt cannon; heavy stubber; 2 lascannons.||False
781|voss-pattern lightning|am|146.0|flyers|a voss-pattern lightning is equipped with: 2 lascannons.||False
782|thunderbolt|am|146.0|flyers|a thunderbolt is equipped with: thunderbolt nose autocannons; thunderbolt twin lascannon.||False
783|vendetta gunship|am|146.0|flyers|a vendetta gunship is equipped with: 3 vendetta twin lascannons.||False
784|vulture gunship|am|146.0|flyers|a vulture gunship is equipped with: heavy bolter; 2 multiple rocket pods, vulture hellstrike racks.||False
785|imperial fortress walls|un|145.0|fortifications|each gate tower section is equipped with: twin heavy bolter. each tower section is equipped with: twin long-barrelled autocannon.• this model can include any number of extra wall sections (power rating +6). ○ for each extra wall section this model includes, it can include 1 extra tower section (power rating +7).• this model can include any number of extra gate sections (power rating +4). ○ for each extra gate section this model includes, it must include 2 extra gate tower sections (power rating +10).|880.0|False
786|primaris redoubt|un|145.0|fortifications|a primaris redoubt is equipped with: primaris redoubt turbo-laser destructor.||False
838|belisarius cawl|adm|15.0|hq|belisarius cawl is equipped with: solar atomiser; arc scourge; mechadendrite hive; omnissian axe. your army can only include one belisarius cawl model.||False
839|tech-priest dominus|adm|15.0|hq|a tech-priest dominus is equipped with: macrostubber; volkite blaster; omnissian axe.||False
840|tech-priest enginseer|adm|15.0|hq|a tech-priest enginseer is equipped with: mechanicus pistol; omnissian axe; servo-arm.||False
841|kataphron breachers|adm|15.0|troops|if this unit contains 4 or more models, it has power rating 12. every model is equipped with: heavy arc rifle; arc claw.||False
842|kataphron destroyers|adm|15.0|troops|if this unit contains 4 or more models, it has power rating 14. every model is equipped with: heavy grav-cannon; phosphor blaster.||False
843|fulgurite electro-priests|adm|15.0|elites|if this unit contains between 6 and 10 models, it has power rating 6. if this unit contains between 11 and 15 models, it has power rating 9. if this unit contains 16 or more models, it has power rating 12. every model is equipped with: electroleech stave.||False
844|corpuscarii electro-priests|adm|15.0|elites|if this unit contains between 6 and 10 models, it has power rating 6. if this unit contains between 11 and 15 models, it has power rating 9. if this unit contains 16 or more models, it has power rating 12. every model is equipped with: electrostatic gauntlets.||False
845|kastelan robots|adm|15.0|heavy support|if this unit contains between 3 and 4 models, it has power rating 20. if this unit contains between 5 and 6 models, it has power rating 30. every model is equipped with: kastelan phosphor blaster; incendine combustor; kastelan fist.||False
846|cybernetica datasmith|adm|15.0|elites|a cybernetics datasmith is equipped with: gamma pistol; power fist.||False
847|servitors|adm|15.0|elites|every model is equipped with: servo-arm.|28.0|True
848|skitarii rangers|adm|15.0|troops|if this unit contains between 6 and 10 models, it has power rating 6. if this unit contains between 11 and 15 models, it has power rating 9. if this unit contains 16 or more models, it has power rating 12. every model is equipped with: galvanic rifle.||False
849|skitarii vanguard|adm|15.0|troops|if this unit contains between 6 and 10 models, it has power rating 6. if this unit contains between 11 and 15 models, it has power rating 9. if this unit contains 16 or more models, it has power rating 12. every model is equipped with: radium carbine.||False
850|sicarian infiltrators|adm|15.0|elites|if this unit contains 6 or more models, it has power rating 8. every model is equipped with: stubcarbine; power sword.||False
851|sicarian ruststalkers|adm|15.0|elites|if this unit contains 6 or more models, it has power rating 8. every model is equipped with: chordclaw; transonic razor.||False
852|ironstrider ballistarii|adm|15.0|fast attack|increase this unit’s power rating by +4 for every additional ironstrider ballistarii it includes. every model is equipped with: twin cognis autocannon.||False
853|sydonian dragoons|adm|15.0|fast attack|increase this unit's power rating by +3 for every additional sydonian dragoon it includes. every model is equipped with: radium jezzail.||False
854|onager dunecrawler|adm|15.0|heavy support|an onager dunecrawler is equipped with: eradication beamer.||False
855|knight paladin|qi|34.0|lords of war|a knight paladin is equipped with: meltagun; rapid-fire battle cannon; reaper chainsword; titanic feet. if this model has the questor mechanicus keyword, is it also equipped with a questor cognis heavy stubber. if this model has the questor imperialis keyword, it is also equipped with a questor ironhail heavy stubber.||False
856|knight errant|qi|34.0|lords of war|a knight errant is equipped with: meltagun; thermal cannon; reaper chainsword; titanic feet.||False
857|knight warden|qi|34.0|lords of war|a knight warden is equipped with: avenger gatling cannon; heavy flamer; meltagun; reaper chainsword; titanic feet.||False
858|knight gallant|qi|34.0|lords of war|knight gallant is equipped with: meltagun; reaper chainsword; thunderstrike gauntlet; titanic feet.||False
859|knight crusader|qi|34.0|lords of war|a knight crusader is equipped with: avenger gatling cannon; heavy flamer; meltagun; thermal cannon; titanic feet.||False
860|acastus knight porphyrion|qi|146.0|lords of war|an acastus knight porphyrion is equipped with: 2 acastus autocannons; ironstorm missile pod; 2 twin magna lascannons; titanic feet.||False
861|cerastus knight acheron|qi|146.0|lords of war|a cerastus knight acheron is equipped with: acheron flame cannon; acheron twin heavy bolter; reaper chainfist; titanic feet.||False
862|cerastus knight atrapos|qi|146.0|lords of war|a cerastus knight-atrapos is equipped with: atrapos lascutter; graviton singularity cannon; titanic feet.||False
863|cerastus knight castigator|qi|146.0|lords of war|a cerastus knight castigator is equipped with: castigator bolt cannon; tempest warblade; titanic feet.||False
864|cerastus knight lancer|qi|146.0|lords of war|a cerastus knight lancer is equipped with: cerastus shock lance; titanic feet.||False
865|questoris knight magaera|qi|146.0|lords of war|a questoris knight magaera is equipped with: lightning cannon; phased plasma-fusil; reaper chainsword; titanic feet.||False
866|questoris knight styrix|qi|146.0|lords of war|a questoris knight styrix is equipped with: graviton crusher; reaper chainsword; titanic feet; volkite chieorovile.||False
867|warhound titan|tl|146.0|lords of war|a warhound titan is equipped with: 2 warhound vulcan mega-bolters; warhound feet.||False
868|reaver titan|tl|146.0|lords of war|a reaver titan is equipped with: 2 reaver gatling blaster; reaver apocalypse launcher; reaver feet.||False
869|warlord titan|tl|146.0|lords of war|a warlord titan is equipped with: 2 apocalypse launchers; 2 ardex-defensor lascannons; 2 ardex-defensor maulers; 2 arioch power claws; warlord feet.||False
870|vindicare assassin|oa|122.0|elites|a vindicare assassin is a single model equipped with: exitus pistol; exitus rifle; blind grenades.||False
871|callidus assassin|oa|122.0|elites|a callidus assassin is a single model equipped with: neural shredder; phase sword; poison blades.||False
872|eversor assassin|oa|122.0|elites|an eversor assassin is a single model equipped with: executioner pistol; neuro-gauntlet; power sword; melta bombs.||False
873|culexus assassin|oa|122.0|elites|a culexus assassin is a single model equipped with: animus speculum; psyk-out grenades.||False
874|inquisitor greyfax|inq||hq|inquisitor greyfax is equipped with: master-crafted condemnor boltgun; master-crafted power sword; frag grenades; krak grenades; psyk-out grenades. your army can only include one greyfax model.||False
875|inquisitor karamazov|inq||hq|inquisitor karamazov is equipped with: master-crafted multi-melta; master-crafted power sword; throne of judgement’s stomping feet. your army can only include one karamazov model.||False
876|inquisitor coteaz|inq||hq|inquisitor coteaz is equipped with: bolt pistol; psyber-eagle; master-crafted nemesis daemon hammer. your army can only include one coteaz model.||False
877|inquisitor|inq||hq|an inquisitor is equipped with: bolt pistol; chainsword; frag grenades; krak grenades.||False
878|ordo malleus inquisitor in terminator armour|inq|124.0|hq|an ordo malleus inquisitor in terminator armour is a single model equipped with: storm bolter; nemesis daemon hammer; psyk-out grenades.||False
879|acolytes|inq||elites|this unit’s power rating is equal to the number of models in this unit. every model is equipped with: laspistol; chainsword.||False
880|daemonhost|inq||elites|a daemonhost is equipped with: unholy gaze; warp grasp.||False
881|jokaero weaponsmith|inq||elites|a jokaero weaponsmith is equipped with: jokaero weapons.||False
882|custodian guard|ac|24.0|troops|if this unit contains 4-5 models, it has power rating 11. if this unit contains 6-8 models, it has power rating 19. if this unit contains 9 or more models, it has power rating 23. every model is equipped with: guardian spear.||False
883|venerable contemptor dreadnought|ac|24.0|elites|a venerable contemptor dreadnought is equipped with: combi-bolter; multi-melta; dreadnought combat weapon.||False
884|venerable land raider|ac|24.0|heavy support|a venerable land raider is equipped with: twin heavy bolter; 2 twin lascannons.||False
889|primaris psyker|am|16.0|hq|a primaris psyker is a single model armed with a laspistol and force stave.||False
890|wyrdvane psykers|am|16.0|elites|this unit contains 3 wyrdvane psykers. it may contain up to 3 additional wyrdvane psykers (power rating +1) or up to 6 additional wyrdvane psykers (power rating +2). each model is armed with a laspistol and a wyrdvane stave.||False
891|astropath|am|16.0|elites|an astropath is a single model armed with a telepathica stave.||False
892|uriah jacobus|as|111.0|hq|uriah jacobus is a single model equipped with: bolt pistol; redeemer; chainsword; frag grenades; krak grenades. only one uriah jacobus model can be included in your army.||False
894|crusaders|as|112.0|elites|if this unit contains between 3-4 models, it has power rating 2. if this unit contains 5 or more models, it has power rating 3. every model is equipped with: power sword.||False
895|death cult assassins|as|112.0|elites|if this unit contains between 3-4 models, it has power rating 2. if this unit contains 5 or more models, it has power rating 3. every model is equipped with: death cult power blades.||False
896|arco-flagellants|as|112.0|elites|if this unit contains between 4-6 models, it has power rating 4. if this unit contains 7 or more models, it has power rating 6. every model is equipped with: arco-flails.||False
897|penitent engines|as|112.0|heavy support|if this unit contains 2 models, it has power rating 6. if this unit contains 3 models, it has power rating 9. if this unit contains 4 models, it has power rating 12. every model is equipped with: 2 ministorum heavy flamers; 2 penitent buzz-blades.||False
898|celestine and geminae superia|as|112.0|hq|celestine is equipped with: the ardent blade. each geminae superia is equipped with: bolt pistol; power sword; frag grenades; krak grenades. your army can only include 1 celestine model.|200.0|True
899|canoness|as|112.0|hq|a canoness is equipped with: plasma pistol; power sword; rod of office; frag grenades; krak grenades.||False
900|imagifier|as|112.0|elites|an imagifier is equipped with: boltgun; frag grenades; krak grenades.||False
901|hospitaller|as|112.0|elites|a hospitaller is equipped with: bolt pistol; chirurgeon’s tools.||False
902|dialogus|as|112.0|elites|a dialogus is equipped with: bolt pistol; dialogus staff.||False
903|battle sisters squad|as|112.0|troops|if this unit contains between 6-10 models, it has power rating 6. if this unit contains between 11-15 models, it has power rating 9. if this unit contains 16 or more models, it has power rating 12. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
904|seraphim squad|as|112.0|fast attack|if this unit contains 6 or more models, it has power rating 8. every model is equipped with: 2 bolt pistols; frag grenades; krak grenades.||False
905|celestian squad|as|112.0|elites|if this unit contains 6 or more models, it has power rating 7. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
907|sisters repentia|as|112.0|elites|if this unit contains 5 or more models, it has power rating 6. every model is equipped with: penitent eviscerator.||False
908|retributor squad|as|112.0|heavy support|if this unit contains 6 or more models, it has power rating 9. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
909|dominion squad|as|112.0|fast attack|if this unit contains 6 or more models, it has power rating 8. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
910|sororitas rhino|as|112.0|dedicated transport|a sororitas rhino is equipped with: storm bolter.||False
911|immolator|as|112.0|dedicated transport|an immolator is equipped with: immolation flamers; heavy bolter.||False
912|exorcist|as|112.0|heavy support|an exorcist is equipped with: exorcist missile launcher; heavy bolter.||False
913|aegis defence line|un|167.0|fortifications|if this unit contains a gun emplacement model, it has power rating 6. a gun emplacement is equipped with: quad-gun.|100.0|True
914|bastion|un|167.0|fortifications|a bastion is equipped with: 4 heavy bolters; roof hatch.||False
915|imperial defence line|un|91.0|fortifications|this unit contains 2 trench sections and up to 4 end sections. it can instead contain 3 defence emplacement sections and up to 2 end sections.|90.0|False
916|imperial bunker|un|91.0|fortifications|an imperial bunker is a single model.||False
917|vengeance weapon batteries|un|91.0|fortifications|this unit contains 1 vengeance weapon battery. it can additionally contain 1 vengeance weapon battery (power rating +7). every model is equipped with: punisher gatling cannon.||False
918|firestorm redoubt|un|91.0|fortifications|a firestorm redoubt is a single model equipped with: 2 quad icarus lascannons.||False
919|plasma obliterator|un|91.0|fortifications|a plasma obliterator is a single model equipped with: plasma obliterator.||False
920|macro-cannon aquila strongpoint|un|91.0|fortifications|a macro-cannon aquila strongpoint is a single model equipped with: aquila macro-cannon.||False
921|vortex missile aquila strongpoint|un|91.0|fortifications|a vortex missile aquila strongpoint is a single model equipped with: vortex missile battery.||False
922|void shield generator|un|167.0|fortifications|a void shield generator is a single model.||False
923|skyshield landing pad|un|167.0|fortifications|a skyshield landing pad is a single model.||False
924|abaddon the despoiler|csm|12.0|hq|abaddon the despoiler is equipped with: drach’nyen; talon of horus. your army can only include one abaddon the despoiler model.||False
925|huron blackheart|csm|12.0|hq|blackheart is equipped with: tyrant’s claw; exalted power axe; frag grenades; krak grenades. your army can only include one huron blackheart model.||False
926|cypher|csm|12.0|hq|cypher is equipped with: cypher’s bolt pistol; cypher’s plasma pistol; frag grenades; krak grenades. your army can only include one cypher model.||False
928|fabius bile|csm|12.0|hq|fabius bile is equipped with: xyclos needler; chirurgeon; rod of torment; frag grenades; krak grenades. a surgeon acolyte is equipped with: close combat weapon. your army can only include one fabius bile unit.||False
929|chaos lord|csm|12.0|hq|a chaos lord is equipped with: plasma pistol; thunder hammer; frag grenades; krak grenades.||False
930|chaos lord in terminator armour|csm|12.0|hq|a chaos lord in terminator armour is equipped with: combi-bolter; exalted power axe.||False
931|chaos lord on bike|csm|109.0|hq|a chaos lord on bike is a single model equipped with: bolt pistol; combi-bolter; chainsword; frag grenades; krak grenades.||False
932|chaos lord on juggernaut of khorne|csm|109.0|hq|a chaos lord on juggernaut of khorne is a single model equipped with: bladed horn; chainsword; bolt pistol; frag grenades; krak grenades.||False
933|chaos lord on disc of tzeentch|csm|109.0|hq|a chaos lord on disc of tzeentch is a single model equipped with: bolt pistol; chainsword; disc’s blades; frag grenades; krak grenades.||False
934|chaos lord on palanquin of nurgle|csm|109.0|hq|a chaos lord on palanquin of nurgle is a single model equipped with: bolt pistol; chainsword; nurglings’ claws and teeth; frag grenades; krak grenades.||False
935|chaos lord on steed of slaanesh|csm|109.0|hq|a chaos lord on steed of slaanesh is a single model equipped with: bolt pistol; chainsword; lashing tongue; frag grenades; krak grenades.||False
936|dark apostle|csm|12.0|hq|a dark apostle is equipped with: bolt pistol; accursed crozius; frag grenades; krak grenades. each dark disciple is equipped with: close combat weapon.|95.0|True
937|heretic astartes daemon prince|csm|12.0|hq|a heretic astartes daemon prince is equipped with: hellforged sword; malefic talons.||False
938|sorcerer|csm|12.0|hq|a sorcerer is equipped with: bolt pistol; force stave; frag grenades; krak grenades.||False
939|sorcerer in terminator armour|csm|12.0|hq|a sorcerer in terminator armour is equipped with: combi-bolter; force stave.||False
940|sorcerer on bike|csm|109.0|hq|a sorcerer on bike is a single model equipped with: bolt pistol; combi-bolter; force sword; frag grenades; krak grenades.||False
941|sorcerer on disc of tzeentch|csm|109.0|hq|a sorcerer on disc of tzeentch is a single model equipped with: bolt pistol; disc’s blades; force sword; frag grenades; krak grenades.||False
942|sorcerer on palanquin of nurgle|csm|109.0|hq|a sorcerer on palanquin of nurgle is a single model equipped with: bolt pistol; force sword; nurglings’ claws and teeth; frag grenades; krak grenades.||False
943|sorcerer on steed of slaanesh|csm|109.0|hq|a sorcerer on steed of slaanesh is a single model equipped with: bolt pistol; force sword; lashing tongue; frag grenades; krak grenades.||False
944|warpsmith|csm|12.0|hq|a warpsmith is equipped with: flamer tendril; melta tendril; plasma pistol; mechatendrils; exalted power axe; frag grenades; krak grenades.||False
946|cultists mob|csm|12.0|troops|if this unit contains 11-20 models, it has power rating 5. every model is equipped with: autopistol; brutal assault weapon; frag grenades; krak grenades.||False
947|chaos terminator squad|csm|12.0|elites|if this unit contains 6 or more models, it has power rating 18. every model is equipped with: combi-bolter; accursed weapon.||False
948|khorne berzerkers|csm|197.0|elites|if this unit contains 6-10 models, it has power rating 10. every model is equipped with: bolt pistol; berzerker chainblade; frag grenades; krak grenades.||False
951|noise marines|csm|12.0|elites|if this unit contains 6 or more models, it has power rating 12. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
