wargear_id|line|name|Range|type|S|AP|D|abilities
1076|1|boltgun|"24"""|rapid fire 1|4|0|1|
1076|2|condemnor stake|"24"""|assault 1|4|-1|2|"each time an attack made with this weapon profile is allocated to a <a href=""/wh40k9ed/the-rules/core-rules/#psychic-phase""><span class=""kwb"">psyker</span></a> model, that model’s unit suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> in addition to the normal damage."
1078|1|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon, that attack automatically hits the target.
1079|1|frag grenade|"6"""|grenade d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1080|1|hot-shot lasgun|"18"""|rapid fire 1|3|-2|1|
1081|1|incinerator|"8"""|assault d6|6|-1|1|this weapon automatically hits its target.
1082|1|inferno pistol|"6"""|pistol 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1083|1|laspistol|"12"""|pistol 1|3|0|1|
1084|1|krak grenade|"6"""|grenade 1|6|-1|d3|
1085|1|master-crafted boltgun|"24"""|rapid fire 1|4|-1|2|
1085|2|condemnor stake|"24"""|assault 1|4|-1|2|"each time an attack made with this weapon profile is allocated to a <a href=""/wh40k9ed/the-rules/core-rules/#psychic-phase""><span class=""kwb"">psyker</span></a> model, that model’s unit suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> in addition to the normal damage."
1086|1|master-crafted multi-melta|"30"""|heavy 2|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1087|1|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1088|1|needle pistol|"12"""|pistol 1|1|0|1|a needle pistol always wounds on a 2+ unless the target model is a vehicle.
1089|1|standard|"24"""|rapid fire 1|7|-3|1|
1089|2|supercharge|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1090|1|standard|"12"""|pistol 1|7|-3|1|
1090|2|supercharge|"12"""|pistol 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1091|1|psyber-eagle|"24"""|assault d6|4|0|1|
1092|1|psycannon|"24"""|heavy 4|7|-1|1|
1093|1|psyk-out grenades|"6"""|grenade d3|2|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. when resolving an attack made with this weapon against a <a href=""/wh40k9ed/the-rules/core-rules/#psychic-phase""><span class=""kwb"">psyker</span></a> or <span class=""kwb"">daemon</span> unit, on a <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 6+ the target suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> and the attack sequence ends."
1094|1|storm bolter|"24"""|rapid fire 2|4|0|1|
1095|1|unholy gaze|"12"""|assault 1|8|-1|1|"when resolving an attack made with this weapon, on a <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6+ this weapon has a damage characteristic of 3 for that attack."
1096|1|chainsword|melee|melee|user|0|1|when the bearer fights, it makes 1 additional attack with this weapon.
1097|1|force axe|melee|melee|+2|-2|d3|
1098|1|force stave|melee|melee|+3|-1|d3|
1099|1|force sword|melee|melee|+1|-3|d3|
1100|1|master-crafted nemesis daemon hammer|melee|melee|x2|-3|3|
1101|1|master-crafted power sword|melee|melee|+1|-3|2|
1102|1|nemesis daemon hammer|melee|melee|x2|-2|3|"when resolving an attack made with this weapon, subtract 1 from the <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1103|1|null rod|melee|melee|user|-2|1|"when resolving an attack made with this weapon against a <a href=""/wh40k9ed/the-rules/core-rules/#psychic-phase"">psyker</a> unit, this weapon has a damage characteristic of d3 for that attack."
1104|1|power fist|melee|melee|x2|-3|2|"when resolving an attack made with this weapon, subtract 1 from the <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1105|1|power maul|melee|melee|+3|-1|1|
1106|1|power sword|melee|melee|+1|-3|1|
1107|1|throne of judgement’s stomping feet|melee|melee|user|-1|2|when the bearer fights, it makes 2d3 additional attacks with this weapon.
1108|1|thunder hammer|melee|melee|x2|-2|3|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1109|1|warp grasp|melee|melee|user|-3|1|
1110|1|combi-bolter|"24"""|rapid fire 2|4|0|1|
1111|1|guardian spear (shooting)|"24"""|rapid fire 1|4|-1|2|
1112|1|guardian spear (melee)|melee|melee|+2|-3|2|
1113|1|hunter-killer missile|"48"""|heavy 1|10|-2|d6|the bearer can only shoot with each hunter-killer missile it is equipped with once per battle.
1114|1|kheres-pattern assault cannon|"24"""|heavy 6|7|-1|1|
1115|1|multi-melta|"24"""|heavy 2|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1116|1|sentinel blade (shooting)|"12"""|pistol 2|4|-1|2|
1117|1|sentinel blade (melee)|melee|melee|+1|-3|2|
1118|1|storm bolter|"24"""|rapid fire 2|4|0|1|
1119|1|twin heavy bolter|"36"""|heavy 6|5|-1|2|
1120|1|twin lascannon|"48"""|heavy 2|9|-3|d6|
1121|1|dreadnought combat weapon|melee|melee|x2|-3|3|
1129|1|force stave|melee|melee|+3|-1|d3|
1131|1|telepathica stave|melee|melee|+1|0|d3|
1132|1|wyrdvane stave|melee|melee|+1|0|1|
1133|1|the ardent blade (shooting)|"12"""|assault d6|6|-2|1|each time an attack is made with this weapon, that attack automatically hits the target.
1134|1|autogun|"24"""|rapid fire 1|3|0|1|
1135|1|bolt pistol|"12"""|pistol 1|4|0|1|
1136|1|boltgun|"24"""|rapid fire 1|4|0|1|
1137|1|boltgun|"24"""|rapid fire 1|4|0|1|
1137|2|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon profile, that attack automatically hits the target.
1138|1|boltgun|"24"""|rapid fire 1|4|0|1|
1138|2|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon profile targets a unit within half range, that attack has a damage characteristic of d6+2.
1139|1|boltgun|"24"""|rapid fire 1|4|0|1|
1139|2|plasma gun (standard)|"24"""|rapid fire 1|7|-3|1|
1139|3|plasma gun (supercharge)|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1140|1|boltgun|"24"""|rapid fire 1|4|0|1|
1140|2|condemnor stake|"24"""|assault 1|4|-1|2|"each time an attack made with this weapon profile is allocated to a <span class=""kwb"">psyker</span> model, that model’s unit suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> in addition to the normal damage."
1141|1|exorcist missile launcher|"48"""|heavy 3d3|8|-2|d6|
1143|1|frag grenades|"6"""|grenade d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1145|1|heavy bolter|"36"""|heavy 3|5|-1|2|
1147|1|hunter-killer missile|"48"""|heavy 1|10|-2|d6|the bearer can only shoot with each hunter-killer missile it is equipped with once per battle.
1148|1|immolation flamers|"18"""|heavy 2d6|6|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
1149|1|inferno pistol|"6"""|pistol 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1150|1|krak grenades|"6"""|grenade 1|6|-1|d3|
1151|1|laspistol|"12"""|pistol 1|3|0|1|
1152|1|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1153|1|standard|"24"""|rapid fire 1|7|-3|1|
1153|2|supercharge|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1154|1|standard|"12"""|pistol 1|7|-3|1|
1154|2|supercharge|"12"""|pistol 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1155|1|the redeemer|"24"""|assault 2|4|-1|1|when resolving an attack made with this weapon, on a wound roll of 6+, this weapon has a damage characteristic of 2 for that attack.
1157|1|storm bolter|"24"""|rapid fire 2|4|0|1|
1158|1|twin heavy bolter|"36"""|heavy 6|5|-1|2|
1159|1|twin multi-melta|"24"""|heavy 4|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1160|1|arco-flails|melee|melee|+1|-1|1|"each time an attack is made with this weapon, make 2 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1161|1|the ardent blade (melee)|melee|melee|+4|-4|2|"each time an attack is made with this weapon, on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 6, the target suffers 2 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> and the attack sequence ends."
1162|1|chainsword|melee|melee|user|0|1|each time the bearer fights, it makes 1 additional attack with this weapon.
1163|1|chirurgeon’s tools|melee|melee|user|-1|1|
1164|1|death cult power blades|melee|melee|user|-3|1|
1165|1|dialogus staff|melee|melee|+1|0|1|
1166|1|eviscerator|melee|melee|x2|-4|d3|"when resolving an attack made with this weapon, subtract 1 from the <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1167|1|neural whips|melee|melee|user|-2|1|"each time an attack is made with this weapon against a unit (excluding <span class=""kwb"">vehicle</span> units), if no model in that unit has a leadership characteristic of 8 or more, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a>."
1168|1|penitent buzz-blade|melee|melee|+3|-4|2|
1169|1|penitent eviscerator|melee|melee|x2|-3|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1170|1|power axe|melee|melee|+2|-2|1|
1171|1|power maul|melee|melee|+3|-1|1|
1172|1|power sword|melee|melee|+1|-3|1|
1173|1|multi-melta|"24"""|heavy 2|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1174|1|macro shell|"72"""|heavy d6|14|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. when resolving an attack made with this weapon, a damage roll of 1 or 2 counts as 3 instead."
1174|2|quake shell|"180"""|heavy 2d6|9|-2|d3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1175|1|battle cannon|"72"""|heavy d6|8|-2|d3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1176|1|heavy bolter|"36"""|heavy 3|5|-1|2|
1177|1|icarus lascannon|"96"""|heavy 1|9|-3|d6|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1178|1|plasma obliterator|"72"""|heavy 2d6|8|-3|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. for each <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1 made for attacks with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
1179|1|punisher gatling cannon|"24"""|heavy 20|5|0|1|
1180|1|quad gun|"48"""|heavy 8|7|-1|1|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1181|1|quad icarus lascannon|"96"""|heavy 4|9|-3|d6|"when resolving an attack made with this weapon, add 1 to the <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> if the target can <a href=""/wh40k9ed/the-rules/core-rules/#flying"">fly</a>; otherwise subtract 1 from the hit roll."
1182|1|vortex missile battery|"180"""|heavy d6|-|-|-|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer, even when firing in accordance with the <span class=""redfont"">automated weapons</span> ability. when resolving an attack made with this weapon, if a hit is scored the target suffers d6 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a>. if a model in the target unit loses any wounds as a result of those mortal wounds but is not destroyed, roll another d6; on a 6 that model suffers a further d6 mortal wounds."
1184|1|autogun|"24"""|rapid fire 1|3|0|1|
1185|1|autopistol|"12"""|pistol 1|3|0|1|
1186|1|baleflamer|"18"""|assault 2d3|6|-2|2|each time an attack is made with this weapon, that attack automatically hits the target.
1188|1|single frequency|"48"""|heavy 3|8|-3|3|"<span class=""tooltip00886"" data-tooltip-content=""#tooltip_content00886""><span class=""tt kwbu"">sonic</span> <span class=""tt kwbu"">weapon</span></span>"
1188|2|varied frequency|"36"""|assault 6|5|-2|1|"<span class=""tooltip00886"" data-tooltip-content=""#tooltip_content00886""><span class=""tt kwbu"">sonic</span> <span class=""tt kwbu"">weapon</span></span>"
1191|1|bolt pistol|"12"""|pistol 1|4|0|1|
1192|1|boltgun|"24"""|rapid fire 1|4|0|1|
1193|1|combi-bolter|"24"""|rapid fire 2|4|0|1|
1194|1|boltgun|"24"""|rapid fire 1|4|0|1|
1194|2|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon profile, that attack automatically hits the target.
1195|1|boltgun|"24"""|rapid fire 1|4|0|1|
1195|2|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon profile targets a unit within half range, that attack has a damage characteristic of d6+2.
1196|1|boltgun|"24"""|rapid fire 1|4|0|1|
1196|2|plasma gun (standard)|"24"""|rapid fire 1|7|-3|1|
1196|3|plasma gun (supercharge)|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1197|1|cypher’s bolt pistol|"18"""|pistol 6|4|-1|1|
1198|1|cypher’s plasma pistol|"12"""|pistol 3|8|-3|2|
1199|1|daemongore cannon|"18"""|heavy d6|10|-4|d3+3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1200|1|demolisher siege cannon|"24"""|heavy d3+3|10|-4|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1202|1|doom siren|"12"""|assault d6|5|-3|1|"<span class=""tooltip00886"" data-tooltip-content=""#tooltip_content00886""><span class=""tt kwbu"">sonic</span> <span class=""tt kwbu"">weapon</span></span>. each time an attack is made with this weapon, that attack automatically hits the target."
1203|1|ectoplasma cannon|"36"""|heavy d3|7|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1204|1|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon, that attack automatically hits the target.
1205|1|warp hail|"24"""|heavy d6+9|5|-1|1|
1205|2|ruinous salvo|"24"""|heavy d3+3|7|-2|2|
1205|3|focused malice|"24"""|heavy d3|9|-3|4|
1206|1|frag grenade|"6"""|grenade d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1207|1|gorestorm cannon|"24"""|heavy 3d3|9|-2|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1208|1|hades autocannon|"36"""|heavy 4|8|-2|2|
1209|1|hades gatling cannon|"48"""|heavy 12|8|-3|2|
1210|1|havoc launcher|"48"""|heavy d6|5|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1211|1|heavy bolter|"36"""|heavy 3|5|-1|2|
1212|1|heavy flamer|"12"""|heavy d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
1213|1|heavy stubber|"36"""|heavy 3|4|0|1|
1214|1|heavy warpflamer|"12"""|heavy d6|5|-2|1|each time an attack is made with this weapon, that attack automatically hits the target.
1215|1|helbrute plasma cannon|"36"""|heavy d3|8|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1 is made for an attack with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
1216|1|hellfyre missile rack|"36"""|heavy 2|8|-2|d3|
1217|1|ichor cannon|"48"""|heavy d6+3|7|-3|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1221|1|khârn’s plasma pistol|"12"""|pistol 1|8|-3|2|"each time an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1 is made for an attack with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
1222|1|krak grenades|"6"""|grenade 1|6|-1|d3|
1223|1|lascannon|"48"""|heavy 1|9|-3|d6|
1225|1|magma cutter|"6"""|assault 1|8|-4|d6+2|
1226|1|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1227|1|frag missile|"48"""|heavy d6|4|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1227|2|krak missile|"48"""|heavy 1|8|-2|d6|
1228|1|multi-melta|"24"""|heavy 2|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
1230|1|standard|"24"""|rapid fire 1|7|-3|1|
1230|2|supercharge|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1231|1|standard|"12"""|pistol 1|7|-3|1|
1231|2|supercharge|"12"""|pistol 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
1232|1|predator autocannon|"48"""|heavy 2d3|7|-1|3|
1233|1|reaper autocannon|"36"""|heavy 4|7|-2|1|
1235|1|skullhurler|"60"""|heavy 2d6|10|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1236|1|sonic blaster|"24"""|assault 3|4|-1|1|"<span class=""tooltip00886"" data-tooltip-content=""#tooltip_content00886""><span class=""tt kwbu"">sonic</span> <span class=""tt kwbu"">weapon</span></span>"
1238|1|talon of horus (shooting)|"24"""|assault 4|5|-1|2|
1239|1|twin heavy bolter|"36"""|heavy 6|5|-1|2|
1240|1|twin heavy flamer|"12"""|heavy 2d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
1241|1|twin lascannon|"48"""|heavy 2|9|-3|d6|
1242|1|tyrant’s claw (shooting)|"12"""|assault d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
1246|1|xyclos needler|"18"""|pistol 3|2|-2|2|"each time an attack is made with this weapon against a unit (excluding <span class=""kwb"">vehicle</span> or <span class=""kwb"">titanic</span> units), an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 2+ is always successful."
1247|1|black staff of ahriman|melee|melee|+3|-1|3|
1248|1|the blade of magnus|melee|melee|x2|-4|3|"each time after the bearer has fought, select one enemy model that lost any wounds as a result of attacks made with this weapon but was not destroyed. that model’s unit suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a>."
1249|1|brutal assault weapon|melee|melee|user|0|1|each time the bearer fights, it makes 1 additional attack with this weapon.
1250|1|chainaxe|melee|melee|+1|-1|1|
1251|1|chainfist|melee|melee|x2|-4|d3|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>, and if that attack is allocated to a <span class=""kwb"">vehicle</span> model, that attack has a damage characteristic of 3."
1252|1|astartes chainsword|melee|melee|user|-1|1|each time the bearer fights, it makes 1 additional attack with this weapon.
1256|1|daemonic axe|melee|melee|+2|-2|3|
1257|1|defiler claws|melee|melee|x2|-3|d6|
1258|1|defiler scourge|melee|melee|+4|-2|2|each time the bearer fights, it makes 3 additional attacks with this weapon.
1259|1|drach’nyen|melee|melee|+3|-4|3|"each time an attack is made with this weapon, on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6, the target suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> in addition to any normal damage."
1261|1|force axe|melee|melee|+2|-2|d3|
1262|1|force stave|melee|melee|+3|-1|d3|
1263|1|force sword|melee|melee|+1|-3|d3|
1264|1|gorechild|melee|melee|user|-4|2|
1265|1|smash|melee|melee|x2|-4|6|
1265|2|slash|melee|melee|user|-3|2|"each time an attack is made with this weapon profile, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1266|1|helbrute fist|melee|melee|x2|-3|3|each time the bearer fights, if it is equipped with 2 helbrute fists, it makes 1 additional attack with 1 of those weapons.
1267|1|helbrute hammer|melee|melee|x2|-4|d6|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1268|1|heldrake claws|melee|melee|user|-2|2|"each time an attack made with this weapon is allocated to an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> model, that attack has a damage characteristic of 4."
1270|1|hideous mutations|melee|melee|user|-2|2|
1272|1|improvised weapon|melee|melee|user|0|1|
1273|1|lasher tendrils|melee|melee|user|-2|1|each time the bearer fights, it makes 6 additional attacks with this weapon.
1274|1|lightning claw|melee|melee|user|-2|1|"each time the bearer fights, it makes 1 additional attack with this weapon. each time an attack is made with this weapon, you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a>."
1275|1|malefic talons|melee|melee|user|-1|2|each time the bearer fights, it makes 1 additional attack with this weapon.
1278|1|maulerfiend fists|melee|melee|x2|-3|d3+3|
1279|1|mechatendrils|melee|melee|4|0|1|each time the bearer fights, it makes 4 additional attacks with this weapon.
1281|1|greater plague probe|melee|melee|user|-2|1|"each time an attack is made with this weapon, re-roll a <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 1."
1284|1|power axe|melee|melee|+2|-2|1|
1285|1|power fist|melee|melee|x2|-3|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1286|1|power maul|melee|melee|+3|-1|1|
1287|1|power scourge|melee|melee|+1|-2|2|each time the bearer fights, it makes 3 additional attacks with this weapon.
1288|1|power sword|melee|melee|+1|-3|1|
1289|1|rod of torment|melee|melee|user|-2|3|
1290|1|talon of horus (melee)|melee|melee|user|-4|1|"each time an attack is made with this weapon, make 2 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1291|1|tyrant’s claw (melee)|melee|melee|user|-2|1|"each time an attack is made with this weapon, make 2 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1292|1|tzaangor blades|melee|melee|user|-1|1|each time the bearer fights, it makes 1 additional attack with this weapon.
1300|1|ironstorm missile pod|"72"""|heavy d6|5|-1|2|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer."
1306|1|strike|melee|melee|+6|-4|6|
1306|2|sweep|melee|melee|user|-3|2|"each time an attack is made with this weapon profile, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1308|1|titanic feet|melee|melee|user|-2|2|
1309|1|acheron flame cannon|"18"""|heavy 2d6|7|-2|3|each time an attack is made with this weapon, that attack automatically hits the target.
1312|1|castigator bolt cannon|"36"""|heavy 16|6|-2|2|
1313|1|atrapos lascutter (shooting)|"9"""|heavy 1|12|-4|6|"each time an attack is made with this weapon against a <span class=""kwb"">vehicle</span> or <span class=""kwb"">monster</span> unit, you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a>."
1314|1|sweep|melee|melee|6|-2|3|"each time an attack is made with this weapon profile, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
1314|2|focus|melee|melee|12|-4|6|"each time an attack is made with this weapon against a <span class=""kwb"">vehicle</span> or <span class=""kwb"">monster</span> unit, you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a>."
1315|1|contained|"36"""|heavy 4|8|-3|3|
1315|2|singularity|"36"""|heavy d6+4|14|-4|3|"each time you select this profile to shoot with roll one d6; on a 1-3, the bearer suffers d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a>."
1316|1|lightning cannon|"48"""|heavy 8|7|-2|3|"each time an attack is made with this weapon, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 6 scores 2 additional hits."
1317|1|phased plasma-fusil|"24"""|rapid fire 2|7|-3|2|
1318|1|twin rad cleanser|"12"""|assault 2d6|2|0|3|"each time an attack is made with this weapon, that attack automatically hits the target. each time an attack is made with this weapon, a <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 2+ is always successful, unless the target is a <span class=""kwb"">vehicle</span> or <span class=""kwb"">titanic</span> unit."
1319|1|twin magna lascannon|"72"""|heavy 2d3|12|-3|6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
1322|1|helios defence missiles|"60"""|heavy 2|8|-2|3|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
1323|1|volkite chieorovile|"45"""|heavy 5|8|-3|d6|"each time an attack is made with this weapon, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6 inflicts 2 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> on the target in addition to any normal damage."
